date,cycle_cohort_pmr_cents,path_cohort_pmr_cents,advantage_cents
2021-02-18,60431955605,73671008258,13239052653
2021-02-19,60954771113,74155132177,13200361064
2021-02-20,60992788557,74191489677,13198701120
2021-02-21,60997533595,148603731945/2,26608664755/2
2021-02-22,62582608067,75998702166,13416094099
2021-02-23,65080098012,156803430219/2,26643234195/2
2021-02-24,65441544675,157571813015/2,26688723665/2
2021-02-25,65942191069,79320193537,13378002468
2021-02-26,67238148095,160523865451/2,26047569261/2
2021-02-27,67329705152,160809783895/2,26150373591/2
2021-02-28,85353797609,187413933001/2,16706337783/2
2021-03-01,89726452230,198547544603/2,19094640143/2
2021-03-02,94724281262,217458878391/2,28010315867/2
2021-03-03,95243980080,219572799529/2,29084839369/2
2021-03-04,96031423309,220014298539/2,27951451921/2
2021-03-05,96874601813,222927564559/2,29178360933/2
2021-03-06,96925651891,224180365195/2,30329061413/2
2021-03-07,96942992297,224215052969/2,30329068375/2
2021-03-08,97138686528,225677556435/2,31400183379/2
2021-03-09,97781522470,226542138139/2,30979093199/2
2021-03-10,100957969769,228000610621/2,26084671083/2
2021-03-11,101985783166,228803322187/2,24831755855/2
2021-03-12,102533484502,229892657253/2,24825688249/2
2021-03-13,102566818488,230001087105/2,24867450129/2
2021-03-14,102580837770,230029125669/2,24867450129/2
2021-03-15,103352763327,232652924433/2,25947397779/2
2021-03-16,104473422615,236959693671/2,28012848441/2
2021-03-17,104825526308,238038286445/2,28387233829/2
2021-03-18,105367434607,238800476393/2,28065607179/2
2021-03-19,105575552591,239212228827/2,28061123645/2
2021-03-20,105606586273,239289188965/2,28076016419/2
2021-03-21,105664788766,239401437207/2,28071859675/2
2021-03-22,107459370882,243511704983/2,28592963219/2
2021-03-23,107794598803,244825783867/2,29236586261/2
2021-03-24,109740169959,249229409801/2,29749069883/2
2021-03-25,111355226570,252389274223/2,29678821083/2
2021-03-26,111722431877,253488704185/2,30043840431/2
2021-03-27,111729002287,253509898643/2,30051894069/2
2021-03-28,111737176241,253540165099/2,30065812617/2
2021-03-29,112235225266,254837729061/2,30367278529/2
2021-03-30,112628704690,255739901113/2,30482491733/2
2021-03-31,118031665360,273276793715/2,37213462995/2
2021-04-01,122019334570,285122159573/2,41083490433/2
2021-04-02,123211540998,287594942653/2,41171860657/2
2021-04-03,123216175498,287611814289/2,41179463293/2
2021-04-04,123226135898,287616619893/2,41164348097/2
2021-04-05,123945070877,289477743845/2,41587602091/2
2021-04-06,124262453475,290111541639/2,41586634689/2
2021-04-07,124530594876,292422003511/2,43360813759/2
2021-04-08,134621831120,312189839235/2,42946176995/2
2021-04-09,135458528994,313298297285/2,42381239297/2
2021-04-10,135465185220,313308319915/2,42377949475/2
2021-04-11,135700092544,313954323611/2,42554138523/2
2021-04-12,136592062385,316937992319/2,43753867549/2
2021-04-13,137077405045,318015228105/2,43860418015/2
2021-04-14,145032668010,334236063305/2,44170727285/2
2021-04-15,147063550145,339748840109/2,45621739819/2
2021-04-16,152391952231,350939352523/2,46155448061/2
2021-04-17,152434416033,351020762483/2,46151930417/2
2021-04-18,152440484111,351065133967/2,46184165745/2
2021-04-19,152858871572,352037716899/2,46319973755/2
2021-04-20,153847800498,353977246885/2,46281645889/2
2021-04-21,156725628799,361180547885/2,47729290287/2
2021-04-22,162816214367,373314842703/2,47682413969/2
2021-04-23,164050073763,375562997881/2,47462850355/2
2021-04-24,164056712125,375576896921/2,47463472671/2
2021-04-25,164065066043,375593897837/2,47463765751/2
2021-04-26,164624621104,376839453213/2,47590211005/2
2021-04-27,165848939209,379969504937/2,48271626519/2
2021-04-28,166673519121,381153060535/2,47806022293/2
2021-04-29,169160725454,386018993223/2,47697542315/2
2021-04-30,183256964626,424381811833/2,57867882581/2
2021-05-01,183256964626,424381811833/2,57867882581/2
2021-05-02,183256964626,424381811833/2,57867882581/2
2021-05-03,183256964626,424381811833/2,57867882581/2
2021-05-04,183256964626,424381811833/2,57867882581/2
2021-05-05,183594150585,425573583505/2,58385282335/2
2021-05-06,184813775321,440386734959/2,70759184317/2
2021-05-07,185621923514,442408976831/2,71165129803/2
2021-05-08,185645957405,442489822059/2,71197907249/2
2021-05-09,185646405855,442490718959/2,71197907249/2
2021-05-10,186939082123,444716405507/2,70838241261/2
2021-05-11,187166097853,445296680613/2,70964484907/2
2021-05-12,187481585571,446005808833/2,71042637691/2
2021-05-13,187852221083,446946430461/2,71241988295/2
2021-05-14,188814991033,449119222421/2,71489240355/2
2021-05-15,189244733761,450023012017/2,71533544495/2
2021-05-16,189258673359,450059248175/2,71541901457/2
2021-05-17,189688237717,451444955117/2,72068479683/2
2021-05-18,190002369569,452028694115/2,72023954977/2
2021-05-19,190783562321,454016898617/2,72449773975/2
2021-05-20,191809040750,456184494809/2,72566413309/2
2021-05-21,192557073003,457128843541/2,72014697535/2
2021-05-22,192569158271,457166526429/2,72028209887/2
2021-05-23,192572240399,457187822257/2,72043341459/2
2021-05-24,193534837014,458671893875/2,71602219847/2
2021-05-25,194492070960,460339468201/2,71355326281/2
2021-05-26,196994543396,465451275821/2,71462189029/2
2021-05-27,196994543396,465451275821/2,71462189029/2
2021-05-28,196994543396,465451275821/2,71462189029/2
2021-05-29,196995681264,465459680687/2,71468318159/2
2021-05-30,197025025906,465551576811/2,71501524999/2
2021-05-31,199441303940,473788692739/2,74906084859/2
2021-06-01,199584099126,474104114471/2,74935916219/2
2021-06-02,200483711392,475341719143/2,74374296359/2
2021-06-03,200937589770,476491845895/2,74616666355/2
2021-06-04,201958013975,478220835953/2,74304808003/2
2021-06-05,202032026315,478395536855/2,74331484225/2
2021-06-06,202231735379,479345871847/2,74882401089/2
2021-06-07,202627040873,480401474493/2,75147392747/2
2021-06-08,203077481161,481074404053/2,74919441731/2
2021-06-09,203398742021,481533757727/2,74736273685/2
2021-06-10,203998767108,482834244367/2,74836710151/2
2021-06-11,205141039772,484746104955/2,74464025411/2
2021-06-12,205150578188,484768947873/2,74467791497/2
2021-06-13,205160517234,484789293449/2,74468258981/2
2021-06-14,206111403519,487233403455/2,75010596417/2
2021-06-15,206943982190,490080144113/2,76192179733/2
2021-06-16,207967399978,492477286759/2,76542486803/2
2021-06-17,208236322869,493272027581/2,76799381843/2
2021-06-18,208718826417,495431430189/2,77993777355/2
2021-06-19,208729396859,495446989935/2,77988196217/2
2021-06-20,208729396859,495447089635/2,77988295917/2
2021-06-21,209017305369,495914515679/2,77879904941/2
2021-06-22,210009370037,498418688183/2,78399948109/2
2021-06-23,210808805101,499878430317/2,78260820115/2
2021-06-24,212106949270,500782560625/2,76568662085/2
2021-06-25,213002883321,502847228681/2,76841462039/2
2021-06-26,213069772033,502988144135/2,76848600069/2
2021-06-27,213132169343,503149196461/2,76884857775/2
2021-06-28,214031065809,505153393843/2,77091262225/2
2021-06-29,214811107047,506727110873/2,77104896779/2
2021-06-30,215400523043,512156988113/2,81355942027/2
2021-07-01,218278912799,518035313289/2,81477487691/2
2021-07-02,218475238582,518329035707/2,81378558543/2
2021-07-03,218517951458,518414305229/2,81378402313/2
2021-07-04,218547696284,518479322245/2,81383929677/2
2021-07-05,219364280753,520192984049/2,81464422543/2
2021-07-06,220247989125,520793912135/2,80297933885/2
2021-07-07,220755033695,522706228919/2,81196161529/2
2021-07-08,221044960016,523625647729/2,81535727697/2
2021-07-09,221358183424,524161756301/2,81445389453/2
2021-07-10,221369375116,524188267175/2,81449516943/2
2021-07-11,221434187132,524290943267/2,81422569003/2
2021-07-12,222277763064,525663697467/2,81108171339/2
2021-07-13,223421227872,528363800153/2,81521344409/2
2021-07-14,224005126607,529594114703/2,81583861489/2
2021-07-15,225231511229,532536397767/2,82073375309/2
2021-07-16,225844460023,533557679781/2,81868759735/2
2021-07-17,225931324727,533613200387/2,81750550933/2
2021-07-18,225942543919,533635347595/2,81750259757/2
2021-07-19,228684382304,539502442917/2,82133678309/2
2021-07-20,229538662414,542780941397/2,83703616569/2
2021-07-21,230012622133,543534691539/2,83509447273/2
2021-07-22,232708204567,548980282837/2,83563873703/2
2021-07-23,233246656471,549993848403/2,83500535461/2
2021-07-24,233257560221,550017471811/2,83502351369/2
2021-07-25,233280812215,550062645349/2,83501020919/2
2021-07-26,233737756739,551049492195/2,83573978717/2
2021-07-27,235940649721,555562301761/2,83681002319/2
2021-07-28,236316208398,556926643717/2,84294226921/2
2021-07-29,236841052492,558208184223/2,84526079239/2
2021-07-30,240495817360,564940519127/2,83948884407/2
2021-07-31,256631248420,610071371359/2,96808874519/2
2021-08-01,256805156483,610767682975/2,97157370009/2
2021-08-02,258333348259,612978990849/2,96312294331/2
2021-08-03,273719602776,642884632015/2,95445426463/2
2021-08-04,275831124319,654238959275/2,102576710637/2
2021-08-05,277250727889,656612545729/2,102111089951/2
2021-08-06,277534609158,657181601933/2,102112383617/2
2021-08-07,277563057700,657192675701/2,102066560301/2
2021-08-08,277565238342,657207552867/2,102077076183/2
2021-08-09,277831789169,657366394081/2,101702815743/2
2021-08-10,278565550151,658694457049/2,101563356747/2
2021-08-11,279108099661,659782870719/2,101566671397/2
2021-08-12,279713645060,660855307025/2,101428016905/2
2021-08-13,280256927058,662388464553/2,101874610437/2
2021-08-14,280280449200,662509355791/2,101948457391/2
2021-08-15,280823685830,663625523457/2,101978151797/2
2021-08-16,281684882973,665956688651/2,102586922705/2
2021-08-17,283041279539,668704702913/2,102622143835/2
2021-08-18,283428846877,669472051051/2,102614357297/2
2021-08-19,283875369083,670253162775/2,102502424609/2
2021-08-20,284726004140,674342526295/2,104890518015/2
2021-08-21,284851261670,674599678755/2,104897155415/2
2021-08-22,284851261670,674603374719/2,104900851379/2
2021-08-23,288311675015,680323079545/2,103699729515/2
2021-08-24,289501550653,682681673267/2,103678571961/2
2021-08-25,289903372076,683782889363/2,103976145211/2
2021-08-26,290479826745,684859075749/2,103899422259/2
2021-08-27,291679392345,686658094605/2,103299309915/2
2021-08-28,291691378675,686685648817/2,103302891467/2
2021-08-29,291691532195,686686486863/2,103303422473/2
2021-08-30,292117958719,687863774845/2,103627857407/2
2021-08-31,293328626549,698752184327/2,112094931229/2
2021-09-01,294589456200,700990985297/2,111812072897/2
2021-09-02,294734603653,702745172499/2,113275965193/2
2021-09-03,297209426942,704912878987/2,110494025103/2
2021-09-04,297216443370,704983335075/2,110550448335/2
2021-09-05,297218093342,705300780605/2,110864593921/2
2021-09-06,298077301846,708677097977/2,112522494285/2
2021-09-07,298418926485,709209920643/2,112372067673/2
2021-09-08,299145816120,711922941433/2,113631309193/2
2021-09-09,299467261169,712476147227/2,113541624889/2
2021-09-10,299706018687,713354883325/2,113942845951/2
2021-09-11,299943966349,713792913295/2,113904980597/2
2021-09-12,299962528349,713830904309/2,113905847611/2
2021-09-13,301061741288,716365016291/2,114241533715/2
2021-09-14,301488846251,717310848219/2,114333155717/2
2021-09-15,302554250355,720083959379/2,114975458669/2
2021-09-16,303053338317,721564055647/2,115457379013/2
2021-09-17,303858257655,723381840971/2,115665325661/2
2021-09-18,303858731875,723400926181/2,115683462431/2
2021-09-19,303858731875,723403077153/2,115685613403/2
2021-09-20,304606434435,726266416913/2,117053548043/2
2021-09-21,306452020472,731570762313/2,118666721369/2
2021-09-22,309806331470,737103832251/2,117491169311/2
2021-09-23,310760690740,738329853777/2,116808472297/2
2021-09-24,311267501376,739508702965/2,116973700213/2
2021-09-25,311282249366,739552612749/2,116988114017/2
2021-09-26,311282249366,739553217921/2,116988719189/2
2021-09-27,312255754959,743212424153/2,118700914235/2
2021-09-28,313303188533,745919686081/2,119313309015/2
2021-09-29,314173645213,748197854117/2,119850563691/2
2021-09-30,314859060470,754206020583/2,124487899643/2
2021-10-01,316001711098,757316647387/2,125313225191/2
2021-10-02,316012492196,757351059183/2,125326074791/2
2021-10-03,316014027366,757439599615/2,125411544883/2
2021-10-04,316682141627,759037348345/2,125673065091/2
2021-10-05,318254623119,762680982181/2,126171735943/2
2021-10-06,319057995757,765256273545/2,127140282031/2
2021-10-07,319846416996,768018313123/2,128325479131/2
2021-10-08,323214174937,770838668001/2,124410318127/2
2021-10-09,323215029361,770853832865/2,124423774143/2
2021-10-10,323215329361,770856469453/2,124425810731/2
2021-10-11,325027088155,773587196317/2,123533020007/2
2021-10-12,325879797635,776032758999/2,124273163729/2
2021-10-13,326593728886,777650188303/2,124462730531/2
2021-10-14,329096417215,783690879161/2,125498044731/2
2021-10-15,331070216656,788443483943/2,126303050631/2
2021-10-16,331085252000,788476696049/2,126306192049/2
2021-10-17,331090806704,788479043455/2,126297430047/2
2021-10-18,331665234246,790981237119/2,127650768627/2
2021-10-19,333583478677,794440835515/2,127273878161/2
2021-10-20,336045440658,799222115173/2,127131233857/2
2021-10-21,337959851258,803772862723/2,127853160207/2
2021-10-22,340700050148,809468066967/2,128067966671/2
2021-10-23,340700853308,809491149585/2,128089442969/2
2021-10-24,340700853308,809491848081/2,128090141465/2
2021-10-25,342212027567,813610298395/2,129186243261/2
2021-10-26,342750553637,817817787375/2,132316680101/2
2021-10-27,343996122445,821052553707/2,133060308817/2
2021-10-28,346290724976,823949150981/2,131367701029/2
2021-10-29,348044140105,826630010003/2,130541729793/2
2021-10-30,349412106049,829082598235/2,130258386137/2
2021-10-31,386225689386,935751665463/2,163300286691/2
2021-11-01,387266157707,940202822395/2,165670506981/2
2021-11-02,387486773137,940642796951/2,165669250677/2
2021-11-03,389917337434,944304617833/2,164469942965/2
2021-11-04,397129669803,951684315927/2,157424976321/2
2021-11-05,398803343950,954924925731/2,157318237831/2
2021-11-06,400568005573,957641772731/2,156505761585/2
2021-11-07,400568005573,957646863247/2,156510852101/2
2021-11-08,424226073397,972538844479/2,124086697685/2
2021-11-09,425032040936,974036883285/2,123972801413/2
2021-11-10,426127631965,975899258635/2,123643994705/2
2021-11-11,427246642625,977848574277/2,123355289027/2
2021-11-12,428581051142,981714762211/2,124552659927/2
2021-11-13,428644670342,981863800849/2,124574460165/2
2021-11-14,428652851200,981890857317/2,124585154917/2
2021-11-15,429830855141,986529020295/2,126867310013/2
2021-11-16,430816564934,988409175231/2,126776045363/2
2021-11-17,433176957176,992909254905/2,126555340553/2
2021-11-18,437938009591,1004466492617/2,128590473435/2
2021-11-19,440832073204,1009498598751/2,127834452343/2
2021-11-20,440984551775,1009666645905/2,127697542355/2
2021-11-21,440988049305,1009686299787/2,127710201177/2
2021-11-22,441932330224,1011800027715/2,127935367267/2
2021-11-23,444895077170,1017867382555/2,128077228215/2
2021-11-24,452894081369,1028254646445/2,122466483707/2
2021-11-25,453808733588,1030307173695/2,122689706519/2
2021-11-26,457787437930,1036443437987/2,120868562127/2
2021-11-27,457787481930,1037564386481/2,121989422621/2
2021-11-28,458265091390,1038524163147/2,121993980367/2
2021-11-29,460038255274,1043104564431/2,123028053883/2
2021-11-30,501593529717,1170453753619/2,167266694185/2
2021-12-01,501815573692,1170871408017/2,167240260633/2
2021-12-02,503127936212,1174299141897/2,168043269473/2
2021-12-03,504167670991,1175785825949/2,167450483967/2
2021-12-04,504180527057,1175835945797/2,167474891683/2
2021-12-05,504181316331,1175849984579/2,167487351917/2
2021-12-06,506087017085,1177893270085/2,165719235915/2
2021-12-07,507389611506,1180473747915/2,165694524903/2
2021-12-08,523004473459,1236631035007/2,190622088089/2
2021-12-09,524415842745,1238719215429/2,189887529939/2
2021-12-10,524742672549,1239785253125/2,190299908027/2
2021-12-11,524843358253,1239906624099/2,190219907593/2
2021-12-12,524855561001,1240423388687/2,190712266685/2
2021-12-13,526103143002,1243195835157/2,190989549153/2
2021-12-14,528307995322,1248087410543/2,191471419899/2
2021-12-15,530301618693,1251882351895/2,191279114509/2
2021-12-16,530711897643,1253229497869/2,191805702583/2
2021-12-17,531509715404,1254982617109/2,191963186301/2
2021-12-18,531528173126,1255022510571/2,191966164319/2
2021-12-19,531543211010,1255169450091/2,192083028071/2
2021-12-20,532806951186,1257327472983/2,191713570611/2
2021-12-21,534157853270,1260574035939/2,192258329399/2
2021-12-22,536555454603,1265813847995/2,192702938789/2
2021-12-23,539355185066,1272375748467/2,193665378335/2
2021-12-24,539397915858,1279270607135/2,200474775419/2
2021-12-25,539397915858,1279270607135/2,200474775419/2
2021-12-26,539415454710,1279327416767/2,200496507347/2
2021-12-27,540949640703,1282184047227/2,200284765821/2
2021-12-28,544050930222,1288415643941/2,200313783497/2
2021-12-29,546889485568,1294459624879/2,200680653743/2
2021-12-30,547834280167,1296912988435/2,201244428101/2
2021-12-31,548857857614,1300826917493/2,203111202265/2
2022-01-01,548860189284,1300836935797/2,203116557229/2
2022-01-02,548860189284,1300838884297/2,203118505729/2
2022-01-03,549132582774,1301164270025/2,202899104477/2
2022-01-04,549164125495,650870612699,101706487204
2022-01-05,549759861872,651938773846,102178911974
2022-01-06,550708705424,652781794389,102073088965
2022-01-07,550940513859,1305669160709/2,203788132991/2
2022-01-08,550941250588,652835717522,101894466934
2022-01-09,550941250588,652853379148,101912128560
2022-01-10,551796654153,1307482576003/2,203889267697/2
2022-01-11,552010268407,653924937857,101914669450
2022-01-12,552149729652,653958731112,101809001460
2022-01-13,552285321147,1308009654319/2,203439012025/2
2022-01-14,552444650157,654217658572,101773008415
2022-01-15,552654096460,654446355572,101792259112
2022-01-16,552655999903,1308896688909/2,203584689103/2
2022-01-17,552967099183,1309423502117/2,203489303751/2
2022-01-18,553043402476,654739620159,101696217683
2022-01-19,553215300288,654928270877,101712970589
2022-01-20,553428206912,655065185725,101636978813
2022-01-21,553538080154,1310248366091/2,203172205783/2
2022-01-22,553538848195,655126010926,101587162731
2022-01-23,553538848195,655126847891,101587999696
2022-01-24,553585270479,655181829796,101596559317
2022-01-25,553647499580,655294599139,101647099559
2022-01-26,553718594453,1310952518147/2,203515329241/2
2022-01-27,553754455195,655509277880,101754822685
2022-01-28,553845337194,655613297462,101767960268
2022-01-29,553845873063,655614749378,101768876315
2022-01-30,553845873063,655615265074,101769392011
2022-01-31,555172042993,656501708682,101329665689
2022-02-01,555178981447,656521196137,101342214690
2022-02-02,555289541510,656524532214,101234990704
2022-02-03,555326317147,1313130475035/2,202477840741/2
2022-02-04,555381681322,656616048841,101234367519
2022-02-05,555387276105,656621599622,101234323517
2022-02-06,555387276105,656621599622,101234323517
2022-02-07,555400080036,656715484143,101315404107
2022-02-08,555416592627,656739144371,101322551744
2022-02-09,555419764901,656744508171,101324743270
2022-02-10,555444279305,1313570851987/2,202682293377/2
2022-02-11,555458538236,1313588784215/2,202671707743/2
2022-02-12,555460671236,1313589176915/2,202667834443/2
2022-02-13,555460671236,1313589176915/2,202667834443/2
2022-02-14,555851717881,1314366016375/2,202662580613/2
2022-02-15,556048342503,1314711807179/2,202615122173/2
2022-02-16,556068842717,1314754099271/2,202616413837/2
2022-02-17,556101470252,1314798202371/2,202595261867/2
2022-02-18,556182287130,1314909763947/2,202545189687/2
2022-02-19,556184210645,1314909763947/2,202541342657/2
2022-02-20,556185132760,1314909763947/2,202539498427/2
2022-02-21,556213761631,1314945901279/2,202518378017/2
2022-02-22,556366540557,1315281659515/2,202548578401/2
2022-02-23,556389078981,1315301166273/2,202523008311/2
2022-02-24,556447621224,1315406876859/2,202511634411/2
2022-02-25,556457016765,1315407962177/2,202493928647/2
2022-02-26,556457824408,1315409577463/2,202493928647/2
2022-02-27,556460247486,1315409577463/2,202489082491/2
2022-02-28,556575373902,1315595535985/2,202444788181/2
