date,cycle_cohort_pmr_cents,path_cohort_pmr_cents,advantage_cents
2017-05-25,632277400,1374731937/2,110177137/2
2017-05-26,632407360,1375159067/2,110344347/2
2017-05-27,632407360,1375159067/2,110344347/2
2017-05-28,632407360,1375159067/2,110344347/2
2017-05-29,633177652,1376699651/2,110344347/2
2017-05-30,633177652,1376699651/2,110344347/2
2017-05-31,633974792,1378311379/2,110361795/2
2017-06-01,633974792,1378311379/2,110361795/2
2017-06-02,633974792,1378311379/2,110361795/2
2017-06-03,633974792,1378311379/2,110361795/2
2017-06-04,633974792,1378311379/2,110361795/2
2017-06-05,633974792,1378311379/2,110361795/2
2017-06-06,633974792,1378691717/2,110742133/2
2017-06-07,634126712,1378995557/2,110742133/2
2017-06-08,634650840,1380043813/2,110742133/2
2017-06-09,634650840,1380043813/2,110742133/2
2017-06-10,634650840,1380043813/2,110742133/2
2017-06-11,634650840,1380043813/2,110742133/2
2017-06-12,635758968,1382260069/2,110742133/2
2017-06-13,635837480,1382417093/2,110742133/2
2017-06-14,635837480,1382417093/2,110742133/2
2017-06-15,635837480,1383251283/2,111576323/2
2017-06-16,635837480,1383251283/2,111576323/2
2017-06-17,635837480,1383251283/2,111576323/2
2017-06-18,635837480,1383251283/2,111576323/2
2017-06-19,635837480,1383418121/2,111743161/2
2017-06-20,638239794,1388222749/2,111743161/2
2017-06-21,638239794,1388222749/2,111743161/2
2017-06-22,638239794,1388222749/2,111743161/2
2017-06-23,638239794,1388222749/2,111743161/2
2017-06-24,638239794,1388222749/2,111743161/2
2017-06-25,638239794,1388222749/2,111743161/2
2017-06-26,638239794,1388222749/2,111743161/2
2017-06-27,638239794,1388693833/2,112214245/2
2017-06-28,638239794,1389194347/2,112714759/2
2017-06-29,638239794,1389361185/2,112881597/2
2017-06-30,638239794,1389378073/2,112898485/2
2017-07-01,638239794,1389378073/2,112898485/2
2017-07-02,638239794,1389378073/2,112898485/2
2017-07-03,638239794,1389673337/2,113193749/2
2017-07-04,638239794,1389673337/2,113193749/2
2017-07-05,638258754,1389711257/2,113193749/2
2017-07-06,638660572,1390570053/2,113248909/2
2017-07-07,638660572,1390570053/2,113248909/2
2017-07-08,638660572,1390570053/2,113248909/2
2017-07-09,638660572,1390570053/2,113248909/2
2017-07-10,638660572,1390570053/2,113248909/2
2017-07-11,638660572,1390654127/2,113332983/2
2017-07-12,638660572,1390654127/2,113332983/2
2017-07-13,638660572,1390654127/2,113332983/2
2017-07-14,638660572,1390654127/2,113332983/2
2017-07-15,638660572,1390654127/2,113332983/2
2017-07-16,638660572,1390654127/2,113332983/2
2017-07-17,640708072,1394964279/2,113548135/2
2017-07-18,640708072,1394983579/2,113567435/2
2017-07-19,640708072,1394987439/2,113571295/2
2017-07-20,640708072,1394993229/2,113577085/2
2017-07-21,640708072,1394993229/2,113577085/2
2017-07-22,640708072,1394993229/2,113577085/2
2017-07-23,640708072,1394993229/2,113577085/2
2017-07-24,640708072,1394993229/2,113577085/2
2017-07-25,640708072,1394993229/2,113577085/2
2017-07-26,640708072,1394993229/2,113577085/2
2017-07-27,640708072,1394993229/2,113577085/2
2017-07-28,640708072,1394993229/2,113577085/2
2017-07-29,640708072,1394993229/2,113577085/2
2017-07-30,640708072,1394993229/2,113577085/2
2017-07-31,646774918,1407254971/2,113705135/2
2017-08-01,647000038,1407972501/2,113972425/2
2017-08-02,647000038,1407972501/2,113972425/2
2017-08-03,647000038,1407972501/2,113972425/2
2017-08-04,647000038,1407972501/2,113972425/2
2017-08-05,647000038,1407972501/2,113972425/2
2017-08-06,647000038,1407972501/2,113972425/2
2017-08-07,647000038,1407972501/2,113972425/2
2017-08-08,654218418,1422409261/2,113972425/2
2017-08-09,654305880,1422584185/2,113972425/2
2017-08-10,654305880,1422584185/2,113972425/2
2017-08-11,654305880,1422622785/2,114011025/2
2017-08-12,654305880,1422622785/2,114011025/2
2017-08-13,654305880,1422622785/2,114011025/2
2017-08-14,654305880,1422622785/2,114011025/2
2017-08-15,654305880,1422622785/2,114011025/2
2017-08-16,656661368,1427558143/2,114235407/2
2017-08-17,660103912,1434477731/2,114269907/2
2017-08-18,662075722,1438421351/2,114269907/2
2017-08-19,662075722,1438421351/2,114269907/2
2017-08-20,662075722,1438421351/2,114269907/2
2017-08-21,662082082,1438434071/2,114269907/2
2017-08-22,662082082,1438472671/2,114308507/2
2017-08-23,662082082,1438472671/2,114308507/2
2017-08-24,662082082,1438491971/2,114327807/2
2017-08-25,662082082,1438494041/2,114329877/2
2017-08-26,662082082,1438494041/2,114329877/2
2017-08-27,662082082,1438494041/2,114329877/2
2017-08-28,662082082,1438494041/2,114329877/2
2017-08-29,662082082,1438494041/2,114329877/2
2017-08-30,662824166,1439978209/2,114329877/2
2017-08-31,752366318,1621908041/2,117175405/2
2017-09-01,752366318,1621908041/2,117175405/2
2017-09-02,752366318,1621908041/2,117175405/2
2017-09-03,752366318,1621908041/2,117175405/2
2017-09-04,752366318,1622242117/2,117509481/2
2017-09-05,752366318,1622242117/2,117509481/2
2017-09-06,752366318,1622242117/2,117509481/2
2017-09-07,752366318,1622242117/2,117509481/2
2017-09-08,752366318,1622242117/2,117509481/2
2017-09-09,752366318,1622242117/2,117509481/2
2017-09-10,752366318,1622242117/2,117509481/2
2017-09-11,752366318,1622242117/2,117509481/2
2017-09-12,752366318,1622242117/2,117509481/2
2017-09-13,752366318,1622242117/2,117509481/2
2017-09-14,752366318,1622873297/2,118140661/2
2017-09-15,752366318,1623089973/2,118357337/2
2017-09-16,752366318,1623089973/2,118357337/2
2017-09-17,752366318,1623089973/2,118357337/2
2017-09-18,752996318,1624388573/2,118395937/2
2017-09-19,752996318,1626942663/2,120950027/2
2017-09-20,752996318,1626942663/2,120950027/2
2017-09-21,752996318,1627180423/2,121187787/2
2017-09-22,752996318,1627180423/2,121187787/2
2017-09-23,752996318,1627180423/2,121187787/2
2017-09-24,752996318,1627180423/2,121187787/2
2017-09-25,753448518,1628084823/2,121187787/2
2017-09-26,753448518,1628084823/2,121187787/2
2017-09-27,753448518,1628084823/2,121187787/2
2017-09-28,753448518,1628096403/2,121199367/2
2017-09-29,759266396,1640007133/2,121474341/2
2017-09-30,760459218,1642413779/2,121495343/2
2017-10-01,760459218,1642413779/2,121495343/2
2017-10-02,760459218,1642413779/2,121495343/2
2017-10-03,760459218,1642413779/2,121495343/2
2017-10-04,760459218,1642413779/2,121495343/2
2017-10-05,760459218,1642719295/2,121800859/2
2017-10-06,761026018,1650863495/2,128811459/2
2017-10-07,761026018,1650863495/2,128811459/2
2017-10-08,761026018,1650863495/2,128811459/2
2017-10-09,761026018,1650863495/2,128811459/2
2017-10-10,761026018,1650863495/2,128811459/2
2017-10-11,761026018,1650863495/2,128811459/2
2017-10-12,761142300,1652136145/2,129851545/2
2017-10-13,767900236,1665652017/2,129851545/2
2017-10-14,767900236,1665652017/2,129851545/2
2017-10-15,767900236,1665652017/2,129851545/2
2017-10-16,767900236,1665652017/2,129851545/2
2017-10-17,767900236,1665652017/2,129851545/2
2017-10-18,767900236,1665652017/2,129851545/2
2017-10-19,767900236,1665652017/2,129851545/2
2017-10-20,767900236,1666252017/2,130451545/2
2017-10-21,767900236,1666252017/2,130451545/2
2017-10-22,767900236,1666252017/2,130451545/2
2017-10-23,767900236,1666290617/2,130490145/2
2017-10-24,768790292,1668070729/2,130490145/2
2017-10-25,768790292,1668070729/2,130490145/2
2017-10-26,768790292,1668070729/2,130490145/2
2017-10-27,768790292,1668143795/2,130563211/2
2017-10-28,768790292,1668143795/2,130563211/2
2017-10-29,768790292,1668143795/2,130563211/2
2017-10-30,772590272,1675805949/2,130625405/2
2017-10-31,774184468,1680523155/2,132154219/2
2017-11-01,774184468,1682453429/2,134084493/2
2017-11-02,774184468,1684275129/2,135906193/2
2017-11-03,774184468,1684275129/2,135906193/2
2017-11-04,774184468,1684275129/2,135906193/2
2017-11-05,774184468,1684275129/2,135906193/2
2017-11-06,781858068,1699622329/2,135906193/2
2017-11-07,781858068,1699640809/2,135924673/2
2017-11-08,781858068,1699648529/2,135932393/2
2017-11-09,788991028,1713914449/2,135932393/2
2017-11-10,788991028,1713914449/2,135932393/2
2017-11-11,788991028,1713914449/2,135932393/2
2017-11-12,788991028,1713914449/2,135932393/2
2017-11-13,788991028,1713914449/2,135932393/2
2017-11-14,792020064,1789904425/2,205864297/2
2017-11-15,792951668,1792320459/2,206417123/2
2017-11-16,793455038,1793327199/2,206417123/2
2017-11-17,797318898,1801054919/2,206417123/2
2017-11-18,797318898,1801054919/2,206417123/2
2017-11-19,797318898,1801054919/2,206417123/2
2017-11-20,797318898,1801054919/2,206417123/2
2017-11-21,798487294,1803391711/2,206417123/2
2017-11-22,798493692,1804073893/2,207086509/2
2017-11-23,798493692,1804073893/2,207086509/2
2017-11-24,804381308,1815849125/2,207086509/2
2017-11-25,804381308,1815849125/2,207086509/2
2017-11-26,804381308,1815849125/2,207086509/2
2017-11-27,804381308,1815849125/2,207086509/2
2017-11-28,808371798,1823830105/2,207086509/2
2017-11-29,824680190,1860987465/2,211627085/2
2017-11-30,837125232,1885899695/2,211649231/2
2017-12-01,837125232,1885980995/2,211730531/2
2017-12-02,837125232,1885980995/2,211730531/2
2017-12-03,837125232,1885980995/2,211730531/2
2017-12-04,837125232,1887930751/2,213680287/2
2017-12-05,837125232,1887964851/2,213714387/2
2017-12-06,838233360,1890219707/2,213752987/2
2017-12-07,838233360,1890396287/2,213929567/2
2017-12-08,845794324,1910539545/2,218950897/2
2017-12-09,845794324,1910539545/2,218950897/2
2017-12-10,845794324,1910539545/2,218950897/2
2017-12-11,845794324,1910539545/2,218950897/2
2017-12-12,846182648,1911316193/2,218950897/2
2017-12-13,846182648,1911357521/2,218992225/2
2017-12-14,852026024,1923044273/2,218992225/2
2017-12-15,858996568,1930966093/2,212972957/2
2017-12-16,858996568,1930966093/2,212972957/2
2017-12-17,858996568,1930966093/2,212972957/2
2017-12-18,858996568,1930966093/2,212972957/2
2017-12-19,862111578,1937196113/2,212972957/2
2017-12-20,863883012,1940874383/2,213108359/2
2017-12-21,863883012,1942323567/2,214557543/2
2017-12-22,863883012,1942323567/2,214557543/2
2017-12-23,863883012,1942323567/2,214557543/2
2017-12-24,863883012,1942323567/2,214557543/2
2017-12-25,863883012,1942323567/2,214557543/2
2017-12-26,863883012,1942323567/2,214557543/2
2017-12-27,865136730,1944831003/2,214557543/2
2017-12-28,865162930,1948546997/2,218221137/2
2017-12-29,931121630,2081275977/2,219032717/2
2017-12-30,931121630,2081275977/2,219032717/2
2017-12-31,977878290,2174814613/2,219058033/2
2018-01-01,977878290,2174814613/2,219058033/2
2018-01-02,977878290,2174814613/2,219058033/2
2018-01-03,977878290,2174814613/2,219058033/2
2018-01-04,977878290,2174814613/2,219058033/2
2018-01-05,977878290,1087521017,109642727
2018-01-06,977878290,1087521017,109642727
2018-01-07,977878290,1087521017,109642727
2018-01-08,977878290,1087521017,109642727
2018-01-09,977878290,1087521017,109642727
2018-01-10,977878290,1087521017,109642727
2018-01-11,977878290,1087521017,109642727
2018-01-12,977878290,1087521017,109642727
2018-01-13,977878290,2187086521/2,231329941/2
2018-01-14,977878290,2187086521/2,231329941/2
2018-01-15,977878290,2187086521/2,231329941/2
2018-01-16,977878290,2187086521/2,231329941/2
2018-01-17,977878290,1093569618,115691328
2018-01-18,977878290,1093569618,115691328
2018-01-19,977878290,1093574443,115696153
2018-01-20,977878290,1093574443,115696153
2018-01-21,977878290,1093574443,115696153
2018-01-22,977878290,1093574443,115696153
2018-01-23,978513952,1106208622,127694670
2018-01-24,978513952,1106208622,127694670
2018-01-25,978513952,1106218272,127704320
2018-01-26,978513952,1106218272,127704320
2018-01-27,978513952,1106218272,127704320
2018-01-28,978513952,1106218272,127704320
2018-01-29,978513952,1106218272,127704320
2018-01-30,978513952,1106218272,127704320
2018-01-31,980660876,2216738017/2,255416265/2
2018-02-01,980660876,1110323334,129662458
2018-02-02,980660876,1110323334,129662458
2018-02-03,980660876,1110323334,129662458
2018-02-04,980660876,1110323334,129662458
2018-02-05,980660876,1116929762,136268886
2018-02-06,980660876,1116929762,136268886
2018-02-07,980660876,1116929762,136268886
2018-02-08,981018082,1116929762,135911680
2018-02-09,981018082,1116929762,135911680
2018-02-10,981018082,1116929762,135911680
2018-02-11,981018082,1116929762,135911680
2018-02-12,981018082,1116933889,135915807
2018-02-13,981018082,1116933889,135915807
2018-02-14,981018082,1116951739,135933657
2018-02-15,981018082,1116951739,135933657
2018-02-16,981018082,1117170773,136152691
2018-02-17,981018082,1117170773,136152691
2018-02-18,981018082,1117170773,136152691
2018-02-19,981018082,1117170773,136152691
2018-02-20,981018082,1117170773,136152691
2018-02-21,981018082,1117170773,136152691
2018-02-22,981018082,1117170773,136152691
2018-02-23,981018082,2234347231/2,272311067/2
2018-02-24,981018082,2234347231/2,272311067/2
2018-02-25,981018082,2234347231/2,272311067/2
2018-02-26,981018082,2234347231/2,272311067/2
2018-02-27,981018082,2234347231/2,272311067/2
2018-02-28,981018082,1117299006,136280924
