date,cycle_cohort_pmr_cents,path_cohort_pmr_cents,advantage_cents
2022-08-21,984843278837,1131302987175,146459708338
2022-08-22,986790062321,1134187343871,147397281550
2022-08-23,998449796816,1145898899452,147449102636
2022-08-24,1000681651183,1147796032624,147114381441
2022-08-25,1002860675747,1148596905592,145736229845
2022-08-26,1003632621717,1149112093821,145479472104
2022-08-27,1003634110395,1149118075768,145483965373
2022-08-28,1003634324119,1149119795733,145485471614
2022-08-29,1004120767756,1149543618582,145422850826
2022-08-30,1004400838606,1149889127133,145488288527
2022-08-31,1226387983039,1396498752819,170110769780
2022-09-01,1228071554980,1398286360152,170214805172
2022-09-02,1228857278462,1398796446899,169939168437
2022-09-03,1228861140692,1398833435857,169972295165
2022-09-04,1228861140692,1398833568377,169972427685
2022-09-05,1274623101012,1399765746619,125142645607
2022-09-06,1276545495044,1402324697082,125779202038
2022-09-07,1277773090165,1404119524039,126346433874
2022-09-08,1280050044103,1406097208456,126047164353
2022-09-09,1280454402493,1406540803853,126086401360
2022-09-10,1280474994583,1406541302983,126066308400
2022-09-11,1280630074979,1406696383379,126066308400
2022-09-12,1281900221057,1407701894892,125801673835
2022-09-13,1283087394384,1408314079309,125226684925
2022-09-14,1284830705104,1409150017031,124319311927
2022-09-15,1303196031949,1428378712094,125182680145
2022-09-16,1303786855094,1429617264796,125830409702
2022-09-17,1303788806028,1429619742710,125830936682
2022-09-18,1303788806028,1429622477357,125833671329
2022-09-19,1304021757264,1430186311898,126164554634
2022-09-20,1306659352915,1433168481969,126509129054
2022-09-21,1309554918711,1436955921310,127401002599
2022-09-22,1326269666185,1452166255159,125896588974
2022-09-23,1327321275667,1453078491289,125757215622
2022-09-24,1327321439537,1453079120618,125757681081
2022-09-25,1327395662007,1453132496685,125736834678
2022-09-26,1330778176175,1456349785593,125571609418
2022-09-27,1336476889401,1462082419596,125605530195
2022-09-28,1339256287866,1464258400327,125002112461
2022-09-29,1340881939526,1465396837633,124514898107
2022-09-30,1494250394615,1640482409113,146232014498
2022-10-01,1494250394615,1640482409113,146232014498
2022-10-02,1494250665117,1640482976908,146232311791
2022-10-03,1495171906796,1643806705046,148634798250
2022-10-04,1495995776047,1644815172806,148819396759
2022-10-05,1496527725825,1645504227795,148976501970
2022-10-06,1577018490466,1691109993423,114091502957
2022-10-07,1578347540807,1692124632899,113777092092
2022-10-08,1578416377077,1692144904743,113728527666
2022-10-09,1578418818895,1692145403873,113726584978
2022-10-10,1578777907805,1692580137867,113802230062
2022-10-11,1578959440850,1693237144724,114277703874
2022-10-12,1579637716091,1693873965818,114236249727
2022-10-13,1581163488688,1695317571356,114154082668
2022-10-14,1598937319722,1713090721945,114153402223
2022-10-15,1599697027154,1713917938486,114220911332
2022-10-16,1599776766112,1714019406981,114242640869
2022-10-17,1601692912748,1716437139627,114744226879
2022-10-18,1604412594776,1718499593929,114086999153
2022-10-19,1605578442894,1719550735801,113972292907
2022-10-20,1608292475937,1722046133809,113753657872
2022-10-21,1613712709326,1727535398099,113822688773
2022-10-22,1613716515442,1727558007630,113841492188
2022-10-23,1613723665302,1727586307283,113862641981
2022-10-24,1620709412583,1734212809732,113503397149
2022-10-25,1623173889214,1736573663422,113399774208
2022-10-26,1623173889214,1736573663422,113399774208
2022-10-27,1623173889214,1736573663422,113399774208
2022-10-28,1623173889214,1736573663422,113399774208
2022-10-29,1623173889214,1736573663422,113399774208
2022-10-30,1623177326720,1736587418815,113410092095
2022-10-31,1635684930195,1760695500542,125010570347
2022-11-01,1636563123274,1761339303844,124776180570
2022-11-02,1670737702886,1817623982135,146886279249
2022-11-03,1671449459821,1818263189289,146813729468
2022-11-04,1671766440760,1819986673681,148220232921
2022-11-05,1671837099576,1820056977633,148219878057
2022-11-06,1671837099576,1820057199103,148220099527
2022-11-07,1673931982427,1825031587488,151099605061
2022-11-08,1675036833587,1826072322624,151035489037
2022-11-09,1683167056059,1835868921404,152701865345
2022-11-10,1691327129643,1843666911809,152339782166
2022-11-11,1755489715411,1908794018091,153304302680
2022-11-12,1755495722145,1908816702332,153320980187
2022-11-13,1755495722145,1908816702332,153320980187
2022-11-14,1755865966691,1909427697807,153561731116
2022-11-15,1762992261486,1912966166602,149973905116
2022-11-16,1763937824282,1913967425937,150029601655
2022-11-17,1764895012395,1915059110780,150164098385
2022-11-18,1766400803077,1917155309557,150754506480
2022-11-19,1766408391961,1918029379116,151620987155
2022-11-20,1766436857990,1918045005789,151608147799
2022-11-21,1768472635628,1920177218538,151704582910
2022-11-22,1775104325248,1927064932030,151960606782
2022-11-23,1775666711867,1928035468805,152368756938
2022-11-24,1777193880807,1928993842698,151799961891
2022-11-25,1778693751536,1930214124927,151520373391
2022-11-26,1778847704454,1930369089555,151521385101
2022-11-27,1778864503146,1930388657848,151524154702
2022-11-28,1779412653531,1931009828240,151597174709
2022-11-29,1782340936571,1934147410644,151806474073
2022-11-30,1918534228089,2086168458094,167634230005
2022-12-01,1918715456195,2086394539450,167679083255
2022-12-02,1919036869089,2086658679038,167621809949
2022-12-03,1919040178633,2086661817946,167621639313
2022-12-04,1919040810423,2086735315989,167694505566
2022-12-05,1919752269163,2087618777121,167866507958
2022-12-06,1954392332632,2099697302099,145304969467
2022-12-07,1955158606264,2102360926291,147202320027
2022-12-08,1955590902405,2102879736593,147288834188
2022-12-09,1957885029405,2105449716671,147564687266
2022-12-10,1957888700868,2105463115321,147574414453
2022-12-11,1957988905644,2105555400753,147566495109
2022-12-12,1958681055469,2107162867987,148481812518
2022-12-13,1959476046315,2108123471202,148647424887
2022-12-14,1979641208689,2127062857008,147421648319
2022-12-15,1982435209418,2129286223563,146851014145
2022-12-16,1984413871282,2130982358441,146568487159
2022-12-17,1984468970762,2131045708159,146576737397
2022-12-18,1984474573942,2131045708159,146571134217
2022-12-19,1986990333381,2133474975861,146484642480
2022-12-20,1988209360027,2134772415656,146563055629
2022-12-21,1990701576519,2137237129261,146535552742
2022-12-22,1996202394701,2142854035314,146651640613
2022-12-23,2001991785336,2148339329578,146347544242
2022-12-24,2001996463144,2148361057419,146364594275
2022-12-25,2002012629070,2148377398346,146364769276
2022-12-26,2002022646038,2148915534571,146892888533
2022-12-27,2004637074813,2151648106596,147011031783
2022-12-28,2006748189381,2153276092873,146527903492
2022-12-29,2009091544368,2156084682588,146993138220
2022-12-30,2011466692241,2157673123114,146206430873
2022-12-31,2151564029250,2306998903124,155434873874
2023-01-01,2151596053629,2307009368380,155413314751
2023-01-02,2151607231414,4614079981697/2,310865518869/2
2023-01-03,2160577694646,2316037191490,155459496844
2023-01-04,2172310373341,2323992881711,151682508370
2023-01-05,2172357638610,2324373939087,152016300477
2023-01-06,2172433606731,4651443307463/2,306576094001/2
2023-01-07,2172683409883,4651446362633/2,306079542867/2
2023-01-08,2172685149832,4651449842531/2,306079542867/2
2023-01-09,2172806242259,2325889165770,153082923511
2023-01-10,2173082696042,4652317813653/2,306152421569/2
2023-01-11,2173138831615,2326240662427,153101830812
2023-01-12,2180320083886,2333015370577,152695286691
2023-01-13,2180574360982,2333196642176,152622281194
2023-01-14,2180631452569,4666416925003/2,305154019865/2
2023-01-15,2180864822886,4666891331429/2,305161685657/2
2023-01-16,2181182154499,2333866602787,152684448288
2023-01-17,2181312408279,2333938397736,152625989457
2023-01-18,2181460458101,4668044699567/2,305123783365/2
2023-01-19,2181539447027,2334090520469,152551073442
2023-01-20,2181698784348,2334335630992,152636846644
2023-01-21,2181700613283,2334335630992,152635017709
2023-01-22,2181717255552,4668671690305/2,305237179201/2
2023-01-23,2182550935084,4670514411849/2,305412541681/2
2023-01-24,2182555890224,4670514411849/2,305402631401/2
2023-01-25,2182708011752,4670869764105/2,305453740601/2
2023-01-26,2183012637832,4671677086373/2,305651810709/2
2023-01-27,2183206752017,2335926470360,152719718343
2023-01-28,2183206752017,2335926470360,152719718343
2023-01-29,2183206752017,2336020597817,152813845800
2023-01-30,2183613481063,2336349444862,152735963799
2023-01-31,2185155358714,2337448141018,152292782304
2023-02-01,2185253137959,2337502589955,152249451996
2023-02-02,2185319855969,4675070055563/2,304430343625/2
2023-02-03,2185344495454,4675102894199/2,304413903291/2
2023-02-04,2185357444776,4675104429425/2,304389539873/2
2023-02-05,2185357444776,4675104429425/2,304389539873/2
2023-02-06,2185718501584,4675155532041/2,303718528873/2
2023-02-07,2185733713882,2338257349219,152523635337
2023-02-08,2185926812366,2338454004189,152527191823
2023-02-09,2186006776283,2338583122974,152576346691
2023-02-10,2193644486430,4692203950135/2,304914977275/2
2023-02-11,2193645779008,4692207660903/2,304916102887/2
2023-02-12,2193645779008,4692207660903/2,304916102887/2
2023-02-13,2193661152542,4692249348601/2,304927043517/2
2023-02-14,2193847527077,2346340125481,152492598404
2023-02-15,2194056655460,4693085480659/2,304972169739/2
2023-02-16,2194137859521,4693195836849/2,304920117807/2
2023-02-17,2194203125543,2346659605763,152456480220
2023-02-18,2194203125543,4693320558487/2,304914307401/2
2023-02-19,2194203125543,4693320616845/2,304914365759/2
2023-02-20,2194294646024,4693470458133/2,304881166085/2
2023-02-21,2194366763425,4693644041743/2,304910514893/2
2023-02-22,2194429945345,2346866592825,152436647480
2023-02-23,2194485343599,4693733765927/2,304763078729/2
2023-02-24,2194587508272,2346977668267,152390159995
2023-02-25,2194587655388,2346977815383,152390159995
2023-02-26,2194591156512,2346981316507,152390159995
2023-02-27,2194652421794,4694085921833/2,304781078245/2
2023-02-28,2195013672383,4694420949965/2,304393605199/2
