date,cycle_cohort_pmr_cents,path_cohort_pmr_cents,advantage_cents
2023-05-11,328723938559,772074893595/2,114627016477/2
2023-05-12,329259837160,773142914807/2,114623240487/2
2023-05-13,329260746162,773188856505/2,114667364181/2
2023-05-14,329267335810,773319343235/2,114784671615/2
2023-05-15,330004359398,776775091093/2,116766372297/2
2023-05-16,331464153052,779746633161/2,116818327057/2
2023-05-17,331736544366,780707342743/2,117234254011/2
2023-05-18,331895770929,781293068375/2,117501526517/2
2023-05-19,333340838436,784291259523/2,117609582651/2
2023-05-20,333358407974,784336455115/2,117619639167/2
2023-05-21,333493267718,784613327371/2,117626791935/2
2023-05-22,335226699838,788081641313/2,117628241637/2
2023-05-23,343780618676,807060480649/2,119499243297/2
2023-05-24,345134823712,808292622721/2,118022975297/2
2023-05-25,346540345205,811202020447/2,118121330037/2
2023-05-26,347539553751,813665134733/2,118586027231/2
2023-05-27,347562901751,813712409529/2,118586606027/2
2023-05-28,347576157061,813740717673/2,118588403551/2
2023-05-29,347724344462,814346876051/2,118898187127/2
2023-05-30,349923077073,818728625633/2,118882471487/2
2023-05-31,367809759766,884463743961/2,148844224429/2
2023-06-01,368289354281,884839837151/2,148261128589/2
2023-06-02,368754759923,885881700297/2,148372180451/2
2023-06-03,368774062119,885923775323/2,148375651085/2
2023-06-04,368778037503,885932035117/2,148375960111/2
2023-06-05,368800811621,886024267005/2,148422643763/2
2023-06-06,371140446866,889371153437/2,147090259705/2
2023-06-07,371396228996,890375478203/2,147583020211/2
2023-06-08,371891933997,891636645027/2,147852777033/2
2023-06-09,381410286672,910908299291/2,148087725947/2
2023-06-10,381446293768,910983389867/2,148090802331/2
2023-06-11,381665808198,911420762713/2,148089146317/2
2023-06-12,382819874663,913724754859/2,148085005533/2
2023-06-13,383181629877,914901612297/2,148538352543/2
2023-06-14,388355968586,923111839281/2,146399902109/2
2023-06-15,389718232590,925862989483/2,146426524303/2
2023-06-16,391202049040,929291185105/2,146887087025/2
2023-06-17,391255946676,929405099197/2,146893205845/2
2023-06-18,391277308978,929460638287/2,146906020331/2
2023-06-19,391857065786,930799065033/2,147084933461/2
2023-06-20,392613395277,931855318571/2,146628528017/2
2023-06-21,393503809140,933074086543/2,146066468263/2
2023-06-22,394554962574,935258512665/2,146148587517/2
2023-06-23,395487316671,936811569455/2,145836936113/2
2023-06-24,395530953617,936889670219/2,145827762985/2
2023-06-25,395543417993,936916472409/2,145829636423/2
2023-06-26,405011369021,957314241745/2,147291503703/2
2023-06-27,405988774263,958424822507/2,146447273981/2
2023-06-28,406116295203,958683942017/2,146451351611/2
2023-06-29,406495885661,959815464165/2,146823692843/2
2023-06-30,427486324806,1027119900721/2,172147251109/2
2023-07-01,427669361308,1027496987149/2,172158264533/2
2023-07-02,427700725260,1027557371715/2,172155921195/2
2023-07-03,431449082620,1035240073723/2,172341908483/2
2023-07-04,436481079776,1046012183375/2,173050023823/2
2023-07-05,439477430780,1049770798603/2,170815937043/2
2023-07-06,439938568008,1050695308777/2,170818172761/2
2023-07-07,440385807442,1051559845081/2,170788230197/2
2023-07-08,440437620538,1051712807383/2,170837566307/2
2023-07-09,440437620538,1051714102491/2,170838861415/2
2023-07-10,441701484203,1053406568669/2,170003600263/2
2023-07-11,442675748921,1054957274729/2,169605776887/2
2023-07-12,443543335216,1058493765515/2,171407095083/2
2023-07-13,444026724208,1059584933647/2,171531485231/2
2023-07-14,444245783915,1060446748021/2,171955180191/2
2023-07-15,444721554325,1061382946679/2,171939838029/2
2023-07-16,444921771571,1061931161533/2,172087618391/2
2023-07-17,447417723921,1067072621293/2,172237173451/2
2023-07-18,448419664803,1070972133337/2,174132803731/2
2023-07-19,449222882862,1071842838545/2,173397072821/2
2023-07-20,449993433730,1072541470345/2,172554602885/2
2023-07-21,451285175920,1075012763595/2,172442411755/2
2023-07-22,451306424552,1075018307069/2,172405457965/2
2023-07-23,451306424552,1075018307069/2,172405457965/2
2023-07-24,454941774096,1084673322217/2,174789774025/2
2023-07-25,455781862599,1086322056081/2,174758330883/2
2023-07-26,456912563320,1088560419403/2,174735292763/2
2023-07-27,458693995012,1092039447275/2,174651457251/2
2023-07-28,460677171815,1096210952269/2,174856608639/2
2023-07-29,460681022509,1096218785737/2,174856740719/2
2023-07-30,460685143405,1096246500671/2,174876213861/2
2023-07-31,500454097308,1174882942399/2,173974747783/2
2023-08-01,501048892874,1176905801875/2,174808016127/2
2023-08-02,531347840478,1236017539365/2,173321858409/2
2023-08-03,531504050592,1236822697637/2,173814596453/2
2023-08-04,532060851394,1238171663367/2,174049960579/2
2023-08-05,532092043586,1238305600823/2,174121513651/2
2023-08-06,532278759608,1238684047149/2,174126527933/2
2023-08-07,537331730327,1248612388867/2,173948928213/2
2023-08-08,537475707133,1249053686235/2,174102271969/2
2023-08-09,537946049515,1254455642581/2,178563543551/2
2023-08-10,538380938387,1255845617135/2,179083740361/2
2023-08-11,539080126089,1257313822499/2,179153570321/2
2023-08-12,539080750247,1257313952099/2,179152451605/2
2023-08-13,539080750247,1257322310209/2,179160809715/2
2023-08-14,540991167007,1265283448739/2,183301114725/2
2023-08-15,541490328071,1266308220171/2,183327564029/2
2023-08-16,543162628296,1269778594647/2,183453338055/2
2023-08-17,543357010876,1270395933425/2,183681911673/2
2023-08-18,543858338028,1271485302695/2,183768626639/2
2023-08-19,543863791412,1271492396401/2,183764813577/2
2023-08-20,543863791412,1271497084475/2,183769501651/2
2023-08-21,544515356724,1272964353919/2,183933640471/2
2023-08-22,546372117138,1276125989171/2,183381754895/2
2023-08-23,555224370753,1294810030473/2,184361288967/2
2023-08-24,555513896515,1295604357593/2,184576564563/2
2023-08-25,556280433685,1297513619749/2,184952752379/2
2023-08-26,556370327947,1297738368693/2,184997712799/2
2023-08-27,556390876603,1297743257551/2,184961504345/2
2023-08-28,557253087407,1299532926441/2,185026751627/2
2023-08-29,557609397365,1300046910033/2,184828115303/2
2023-08-30,558155613761,1300626781609/2,184315554087/2
2023-08-31,581798952905,1373794344639/2,210196438829/2
2023-09-01,621916382753,1453879353051/2,210046587545/2
2023-09-02,621929083319,1453890488903/2,210032322265/2
2023-09-03,621932221503,1453895231561/2,210030788555/2
2023-09-04,629776828203,1470889636471/2,211335980065/2
2023-09-05,631036401240,1473535980915/2,211463178435/2
2023-09-06,631236600377,1474079767181/2,211606566427/2
2023-09-07,631370585194,1474278867773/2,211537697385/2
2023-09-08,632217859230,1475958225059/2,211522506599/2
2023-09-09,632247980690,1476020477143/2,211524515763/2
2023-09-10,632262444812,1476039896281/2,211515006657/2
2023-09-11,632739946725,1478600697821/2,213120804371/2
2023-09-12,632985510065,1479133682743/2,213162662613/2
2023-09-13,633509071169,1480141431825/2,213123289487/2
2023-09-14,634201665946,1482914665455/2,214511333563/2
2023-09-15,638307842995,1490422050295/2,213806364305/2
2023-09-16,638356842190,1490705789121/2,213992104741/2
2023-09-17,638359001903,1490782369691/2,214064365885/2
2023-09-18,638517318731,1491237500005/2,214202862543/2
2023-09-19,638548656440,1491627164039/2,214529851159/2
2023-09-20,638844864067,1492476663283/2,214786935149/2
2023-09-21,640636819567,1497129019935/2,215855380801/2
2023-09-22,648291311639,1514229488385/2,217646865107/2
2023-09-23,648334139047,1514314225865/2,217645947771/2
2023-09-24,648334963126,1514315200869/2,217645274617/2
2023-09-25,649020649360,1515233401859/2,217192103139/2
2023-09-26,649191405556,1515721282037/2,217338470925/2
2023-09-27,650240380432,1517955725163/2,217474964299/2
2023-09-28,651292290150,1519696285499/2,217111705199/2
2023-09-29,653730272939,1525065962377/2,217605416499/2
2023-09-30,664625944601,1567170207123/2,237918317921/2
2023-10-01,664725621317,1567325047603/2,237873804969/2
2023-10-02,665718479037,1568397726869/2,236960768795/2
2023-10-03,688664091538,1614347924699/2,237019741623/2
2023-10-04,694444617058,1625386579075/2,236497344959/2
2023-10-05,694627644900,1626437103381/2,237181813581/2
2023-10-06,702541967418,1642570904151/2,237486969315/2
2023-10-07,702727135504,1642992792649/2,237538521641/2
2023-10-08,702814671692,1643173489517/2,237544146133/2
2023-10-09,703323769788,1644489435225/2,237841895649/2
2023-10-10,704301844882,1646663505417/2,238059815653/2
2023-10-11,704546705504,1647086246595/2,237992835587/2
2023-10-12,705652256648,1648461650633/2,237157137337/2
2023-10-13,706035435684,1650148208969/2,238077337601/2
2023-10-14,706043366998,1650158084215/2,238071350219/2
2023-10-15,706492224608,1651210215757/2,238225766541/2
2023-10-16,707532016809,1654700152163/2,239636118545/2
2023-10-17,708460789449,1656513982801/2,239592403903/2
2023-10-18,709538736059,1659642405643/2,240564933525/2
2023-10-19,709771309155,1660077118323/2,240534500013/2
2023-10-20,709774997203,1660554783459/2,241004789053/2
2023-10-21,709774997203,1660554783459/2,241004789053/2
2023-10-22,709775529541,1660596190147/2,241045131065/2
2023-10-23,715870505330,1670335574149/2,238594563489/2
2023-10-24,716177583150,1671245299875/2,238890133575/2
2023-10-25,717782638461,1675143227427/2,239577950505/2
2023-10-26,718782250604,1678120469063/2,240555967855/2
2023-10-27,722280545642,1684996092613/2,240435001329/2
2023-10-28,722298843432,1685021611401/2,240423924537/2
2023-10-29,722304362610,1685031238113/2,240422512893/2
2023-10-30,722968966596,1687081318825/2,241143385633/2
2023-10-31,743338036249,1750891019109/2,264214946611/2
2023-11-01,744264875577,1752233137005/2,263703385851/2
2023-11-02,781569219800,1827608338245/2,264469898645/2
2023-11-03,783090416421,1830807629971/2,264626797129/2
2023-11-04,783105809083,1830840622521/2,264629004355/2
2023-11-05,783107146639,1830854271271/2,264639977993/2
2023-11-06,786927011872,1836646698331/2,262792674587/2
2023-11-07,787474055026,1837859167299/2,262911057247/2
2023-11-08,788072431139,1839001407361/2,262856545083/2
2023-11-09,788974167827,1841144804441/2,263196468787/2
2023-11-10,789648206925,1841893004845/2,262596590995/2
2023-11-11,789660815749,1841903127801/2,262581496303/2
2023-11-12,789661751278,1841903751487/2,262580248931/2
2023-11-13,789817072175,1842190153771/2,262556009421/2
2023-11-14,790064210527,1842782016707/2,262653595653/2
2023-11-15,790840526961,1845604530789/2,263923476867/2
2023-11-16,791179129143,1846480561849/2,264122303563/2
2023-11-17,792189069589,1847531758477/2,263153619299/2
2023-11-18,792239404059,1847600193897/2,263121385779/2
2023-11-19,792319016803,1847604783905/2,262966750299/2
2023-11-20,792602547257,1848185974347/2,262980879833/2
2023-11-21,793498869512,1849699218897/2,262701479873/2
2023-11-22,797849656136,1858564213381/2,262864901109/2
2023-11-23,798638620976,1860335668487/2,263058426535/2
2023-11-24,798819339142,1860984110775/2,263345432491/2
2023-11-25,798834869614,1861011249695/2,263341510467/2
2023-11-26,798834869614,1861015821197/2,263346081969/2
2023-11-27,800217175629,1862282379259/2,261848028001/2
2023-11-28,800828789793,1863612249321/2,261954669735/2
2023-11-29,801872345290,1868594248417/2,264849557837/2
2023-11-30,821685204057,1938140260907/2,294769852793/2
2023-12-01,821820550327,1938349002275/2,294707901621/2
2023-12-02,821845123263,1938378256313/2,294688009787/2
2023-12-03,821866787641,1938405519921/2,294671944639/2
2023-12-04,823062206760,1940777365281/2,294652951761/2
2023-12-05,862249314693,2019041744593/2,294543115207/2
2023-12-06,862561865805,2020226561055/2,295102829445/2
2023-12-07,864456825263,2024046004681/2,295132354155/2
2023-12-08,865023629076,2025142410011/2,295095151859/2
2023-12-09,865115238936,2025147096605/2,294916618733/2
2023-12-10,865244858327,2025261982317/2,294772265663/2
2023-12-11,865701547465,2026749138047/2,295346043117/2
2023-12-12,866563130696,2028352590143/2,295226328751/2
2023-12-13,866818292178,2028700077369/2,295063493013/2
2023-12-14,867316594064,2029269219799/2,294636031671/2
2023-12-15,869283073063,2033294486169/2,294728340043/2
2023-12-16,869286466555,2033294616609/2,294721683499/2
2023-12-17,869287089169,2033294616609/2,294720438271/2
2023-12-18,869878396499,2034438872075/2,294682079077/2
2023-12-19,870465218116,2035793101101/2,294862664869/2
2023-12-20,870786860268,2036390665783/2,294816945247/2
2023-12-21,871527084281,2037267888045/2,294213719483/2
2023-12-22,874114115226,2043008146469/2,294779916017/2
2023-12-23,874147030577,2043019267097/2,294725205943/2
2023-12-24,874168407905,2043019267097/2,294682451287/2
2023-12-25,874168407905,2043019267097/2,294682451287/2
2023-12-26,874168407905,2043019542215/2,294682726405/2
2023-12-27,874626638055,2044417603051/2,295164326941/2
2023-12-28,876530335217,2050533516417/2,297472845983/2
2023-12-29,881269234329,2059068568451/2,296530099793/2
2023-12-30,881292435072,2059101193777/2,296516323633/2
2023-12-31,889674565765,2083358426467/2,304009294937/2
2024-01-01,889676003464,2083361638927/2,304009631999/2
2024-01-02,889676816221,2083361638927/2,304008006485/2
2024-01-03,889782173697,1041809646568,152027472871
2024-01-04,889795834613,1041826294692,152030460079
2024-01-05,889919914764,2083874472655/2,304034643127/2
2024-01-06,889919914764,2083874472655/2,304034643127/2
2024-01-07,889919914764,2083874472655/2,304034643127/2
2024-01-08,902820228851,2109705123695/2,304064665993/2
2024-01-09,902852970159,2110072185063/2,304366244745/2
2024-01-10,902873468884,1055042292486,152168823602
2024-01-11,902932383061,1055066216907,152133833846
2024-01-12,903055236945,1055091210662,152035973717
2024-01-13,903055288225,1055091210662,152035922437
2024-01-14,903055288225,1055091210662,152035922437
2024-01-15,903062418231,1055095857268,152033439037
2024-01-16,903190470595,1055193551029,152003080434
2024-01-17,903203074420,2110458943311/2,304052794471/2
2024-01-18,903210789847,2110580756109/2,304159176415/2
2024-01-19,903210789847,2110582528565/2,304160948871/2
2024-01-20,903210789847,2110582528565/2,304160948871/2
2024-01-21,903221356268,2110603661407/2,304160948871/2
2024-01-22,903239585622,1055321659124,152082073502
2024-01-23,903244465304,1055322163628,152077698324
2024-01-24,903244465304,1055322163628,152077698324
2024-01-25,903437394910,2110910907539/2,304036117719/2
2024-01-26,903896849829,2111629766743/2,303836067085/2
2024-01-27,903896849829,2111629766743/2,303836067085/2
2024-01-28,903896849829,2111629766743/2,303836067085/2
2024-01-29,903915773532,1055873470908,151957697376
2024-01-30,903916229936,1055873470908,151957240972
2024-01-31,903924806882,1056245340755,152320533873
2024-02-01,904139822450,1056461599032,152321776582
2024-02-02,904143149214,1056461599032,152318449818
2024-02-03,904143149214,1056461599032,152318449818
2024-02-04,904143149214,1056461599032,152318449818
2024-02-05,904143149214,1056461599032,152318449818
2024-02-06,904143149214,1056461599032,152318449818
2024-02-07,904143149214,1056461599032,152318449818
2024-02-08,904143149214,1056461599032,152318449818
