date,cycle_cohort_pmr_cents,path_cohort_pmr_cents,advantage_cents
2014-01-01,0,0,0
2014-01-02,0,0,0
2014-01-03,0,0,0
2014-01-04,0,0,0
2014-01-05,0,0,0
2014-01-06,0,0,0
2014-01-07,0,0,0
2014-01-08,184014,184014,0
2014-01-09,184014,184014,0
2014-01-10,184014,184014,0
2014-01-11,184014,184014,0
2014-01-12,184014,184014,0
2014-01-13,184014,184014,0
2014-01-14,184014,184014,0
2014-01-15,184014,184014,0
2014-01-16,184014,184014,0
2014-01-17,184014,184014,0
2014-01-18,184014,184014,0
2014-01-19,184014,184014,0
2014-01-20,184014,184014,0
2014-01-21,184014,184014,0
2014-01-22,184014,184014,0
2014-01-23,184014,634014,450000
2014-01-24,184014,634014,450000
2014-01-25,184014,634014,450000
2014-01-26,184014,634014,450000
2014-01-27,184014,634014,450000
2014-01-28,184014,634014,450000
2014-01-29,184014,634014,450000
2014-01-30,184014,634014,450000
2014-01-31,184014,634014,450000
2014-02-01,184014,634014,450000
2014-02-02,184014,634014,450000
2014-02-03,184014,634014,450000
2014-02-04,367720,817720,450000
2014-02-05,367720,817720,450000
2014-02-06,367720,817720,450000
2014-02-07,367720,817720,450000
2014-02-08,367720,817720,450000
2014-02-09,367720,817720,450000
2014-02-10,367720,817720,450000
2014-02-11,367720,817720,450000
2014-02-12,367720,817720,450000
2014-02-13,367720,817720,450000
2014-02-14,367720,817720,450000
2014-02-15,367720,817720,450000
2014-02-16,367720,817720,450000
2014-02-17,367720,817720,450000
2014-02-18,367720,817720,450000
2014-02-19,367720,817720,450000
2014-02-20,367720,817720,450000
2014-02-21,367720,817720,450000
2014-02-22,367720,817720,450000
2014-02-23,367720,817720,450000
2014-02-24,367720,817720,450000
2014-02-25,367720,817720,450000
2014-02-26,367720,817720,450000
2014-02-27,367720,817720,450000
2014-02-28,367720,817720,450000
2014-03-01,367720,817720,450000
2014-03-02,367720,817720,450000
2014-03-03,367720,817720,450000
2014-03-04,552384,1002384,450000
2014-03-05,552384,1002384,450000
2014-03-06,552384,1002384,450000
2014-03-07,552384,1002384,450000
2014-03-08,552384,1002384,450000
2014-03-09,552384,1002384,450000
2014-03-10,552384,1002384,450000
2014-03-11,552384,1002384,450000
2014-03-12,552384,1002384,450000
2014-03-13,552384,1002384,450000
2014-03-14,552384,1002384,450000
2014-03-15,552384,1002384,450000
2014-03-16,552384,1002384,450000
2014-03-17,552384,1002384,450000
2014-03-18,552384,1002384,450000
2014-03-19,552384,1002384,450000
2014-03-20,552384,1002384,450000
2014-03-21,552384,1002384,450000
2014-03-22,552384,1002384,450000
2014-03-23,552384,1002384,450000
2014-03-24,552384,1002384,450000
2014-03-25,552384,1002384,450000
2014-03-26,552384,1002384,450000
2014-03-27,552384,1002384,450000
2014-03-28,552384,1002384,450000
2014-03-29,552384,1002384,450000
2014-03-30,552384,1002384,450000
2014-03-31,552384,1002384,450000
2014-04-01,552384,1002384,450000
2014-04-02,552384,1002384,450000
2014-04-03,735006,1185006,450000
2014-04-04,735006,1185006,450000
2014-04-05,735006,1185006,450000
2014-04-06,735006,1185006,450000
2014-04-07,735006,1185006,450000
2014-04-08,735006,1185006,450000
2014-04-09,735006,1185006,450000
2014-04-10,735006,1185006,450000
2014-04-11,735006,1185006,450000
2014-04-12,735006,1185006,450000
2014-04-13,735006,1185006,450000
2014-04-14,735006,1185006,450000
2014-04-15,735006,1185006,450000
2014-04-16,735006,1185006,450000
2014-04-17,735006,1185006,450000
2014-04-18,735006,1185006,450000
2014-04-19,735006,1185006,450000
2014-04-20,735006,1185006,450000
2014-04-21,735006,1185006,450000
2014-04-22,735006,1185006,450000
2014-04-23,735006,1185006,450000
2014-04-24,735006,1185006,450000
2014-04-25,735006,1185006,450000
2014-04-26,735006,1185006,450000
2014-04-27,735006,1185006,450000
2014-04-28,735006,1185006,450000
2014-04-29,735006,1185006,450000
2014-04-30,735006,1185006,450000
2014-05-01,735006,1185006,450000
2014-05-02,735006,1185006,450000
2014-05-03,735006,1185006,450000
2014-05-04,735006,1185006,450000
2014-05-05,735006,1185006,450000
2014-05-06,916604,1366604,450000
2014-05-07,916604,1366604,450000
2014-05-08,916604,1366604,450000
2014-05-09,916604,1366604,450000
2014-05-10,916604,1366604,450000
2014-05-11,916604,1366604,450000
2014-05-12,916604,1366604,450000
2014-05-13,916604,1366604,450000
2014-05-14,916604,1366604,450000
2014-05-15,916604,1366604,450000
2014-05-16,916604,1366604,450000
2014-05-17,916604,1366604,450000
2014-05-18,916604,1366604,450000
2014-05-19,916604,1366604,450000
2014-05-20,916604,1366604,450000
2014-05-21,916604,1366604,450000
2014-05-22,916604,1366604,450000
2014-05-23,916604,1366604,450000
2014-05-24,916604,1366604,450000
2014-05-25,916604,1366604,450000
2014-05-26,916604,1366604,450000
2014-05-27,916604,1366604,450000
2014-05-28,916604,1366604,450000
2014-05-29,916604,1366604,450000
2014-05-30,916604,1366604,450000
2014-05-31,916604,1366604,450000
2014-06-01,916604,1366604,450000
2014-06-02,916604,1366604,450000
2014-06-03,916604,1366604,450000
2014-06-04,1096356,1546356,450000
2014-06-05,1096356,1546356,450000
2014-06-06,1096356,1546356,450000
2014-06-07,1096356,1546356,450000
2014-06-08,1096356,1546356,450000
2014-06-09,1096356,1546356,450000
2014-06-10,1096356,1546356,450000
2014-06-11,1096356,1546356,450000
2014-06-12,1096356,1546356,450000
2014-06-13,1096356,1546356,450000
2014-06-14,1096356,1546356,450000
2014-06-15,1096356,1546356,450000
2014-06-16,1096356,1546356,450000
2014-06-17,1096356,1546356,450000
2014-06-18,1096356,1546356,450000
2014-06-19,1096356,1546356,450000
2014-06-20,1096356,1546356,450000
2014-06-21,1096356,1546356,450000
2014-06-22,1096356,1546356,450000
2014-06-23,1096356,1546356,450000
2014-06-24,1096356,1546356,450000
2014-06-25,1096356,1546356,450000
2014-06-26,1096356,1546356,450000
2014-06-27,1096356,1546356,450000
2014-06-28,1096356,1546356,450000
2014-06-29,1096356,1546356,450000
2014-06-30,2746356,3196356,450000
2014-07-01,2746356,3196356,450000
2014-07-02,3010036,3460036,450000
2014-07-03,3010036,3460036,450000
2014-07-04,3010036,3460036,450000
2014-07-05,3010036,3460036,450000
2014-07-06,3010036,3460036,450000
2014-07-07,3010036,3460036,450000
2014-07-08,3010036,3460036,450000
2014-07-09,3010036,3460036,450000
2014-07-10,3010036,3460036,450000
2014-07-11,3010036,3460036,450000
2014-07-12,3010036,3460036,450000
2014-07-13,3010036,3460036,450000
2014-07-14,3010036,3460036,450000
2014-07-15,3010036,3460036,450000
2014-07-16,3010036,3460036,450000
2014-07-17,3191508,3641508,450000
2014-07-18,3191508,3641508,450000
2014-07-19,3191508,3641508,450000
2014-07-20,3191508,3641508,450000
2014-07-21,3191508,3641508,450000
2014-07-22,3191508,3641508,450000
2014-07-23,3191508,3641508,450000
2014-07-24,3191508,3641508,450000
2014-07-25,3191508,3641508,450000
2014-07-26,3191508,3641508,450000
2014-07-27,3191508,3641508,450000
2014-07-28,3191508,3641508,450000
2014-07-29,3191508,3641508,450000
2014-07-30,3191508,3641508,450000
2014-07-31,6491508,6941508,450000
2014-08-01,6491508,6941508,450000
2014-08-02,6491508,6941508,450000
2014-08-03,6491508,6941508,450000
2014-08-04,6491508,6941508,450000
2014-08-05,6672930,7122930,450000
2014-08-06,6672930,7122930,450000
2014-08-07,6672930,7122930,450000
2014-08-08,6672930,7122930,450000
2014-08-09,6672930,7122930,450000
2014-08-10,6672930,7122930,450000
2014-08-11,6672930,7122930,450000
2014-08-12,6672930,7122930,450000
2014-08-13,6672930,7122930,450000
2014-08-14,6672930,7122930,450000
2014-08-15,6672930,7122930,450000
2014-08-16,6672930,7122930,450000
2014-08-17,6672930,7122930,450000
2014-08-18,6672930,7122930,450000
2014-08-19,6672930,7122930,450000
2014-08-20,6672930,7122930,450000
2014-08-21,6672930,7122930,450000
2014-08-22,6672930,7122930,450000
2014-08-23,6672930,7122930,450000
2014-08-24,6672930,7122930,450000
2014-08-25,6672930,7122930,450000
2014-08-26,6672930,7122930,450000
2014-08-27,6672930,7122930,450000
2014-08-28,6672930,7122930,450000
2014-08-29,6672930,7122930,450000
2014-08-30,6672930,7122930,450000
2014-08-31,10002930,10452930,450000
2014-09-01,10002930,16652930,6650000
2014-09-02,10002930,16652930,6650000
