date,cycle_cohort_pmr_cents,path_cohort_pmr_cents,advantage_cents
2019-05-15,1024559818,4812237303/2,2763117667/2
2019-05-16,1025943794,4815145959/2,2763258371/2
2019-05-17,1027092772,4818277025/2,2764091481/2
2019-05-18,1027092772,4818277025/2,2764091481/2
2019-05-19,1027092772,4818277025/2,2764091481/2
2019-05-20,1031106902,4836770689/2,2774556885/2
2019-05-21,1037880075,4850526753/2,2774766603/2
2019-05-22,1049403249,4874935741/2,2776129243/2
2019-05-23,1051568787,4882271207/2,2779133633/2
2019-05-24,1052673451,4884174159/2,2778827257/2
2019-05-25,1052781741,4884508731/2,2778945249/2
2019-05-26,1052781741,4884508731/2,2778945249/2
2019-05-27,1062453655,4907018851/2,2782111541/2
2019-05-28,1062901249,4919776937/2,2793974439/2
2019-05-29,1062951399,4921696161/2,2795793363/2
2019-05-30,1065798703,4987673913/2,2856076507/2
2019-05-31,1166592000,5435276847/2,3102092847/2
2019-06-01,1167512000,5437116847/2,3102092847/2
2019-06-02,1168919000,5442309625/2,3104471625/2
2019-06-03,1232259996,5542174465/2,3077654473/2
2019-06-04,1246239283,5592800585/2,3100322019/2
2019-06-05,1247829579,5597274333/2,3101615175/2
2019-06-06,1248215544,5599232155/2,3102801067/2
2019-06-07,1249759588,5621732399/2,3122213223/2
2019-06-08,1249778798,5621946301/2,3122388705/2
2019-06-09,1249778798,5621946301/2,3122388705/2
2019-06-10,1440305760,6017948693/2,3137337173/2
2019-06-11,1440465034,6026962611/2,3146032543/2
2019-06-12,1441540093,6033835627/2,3150755441/2
2019-06-13,1441876267,6037291309/2,3153538775/2
2019-06-14,1443550167,6047232933/2,3160132599/2
2019-06-15,1444083471,6047719365/2,3159552423/2
2019-06-16,1444083471,6047719365/2,3159552423/2
2019-06-17,1444083471,6052654643/2,3164487701/2
2019-06-18,1446864601,6057289099/2,3163559897/2
2019-06-19,1499184397,6252810595/2,3254441801/2
2019-06-20,1502502089,6262232963/2,3257228785/2
2019-06-21,1509792175,6349531605/2,3329947255/2
2019-06-22,1512029721,6354006697/2,3329947255/2
2019-06-23,1512029721,6354148069/2,3330088627/2
2019-06-24,1559041270,6451346871/2,3333264331/2
2019-06-25,1564634069,6463953807/2,3334685669/2
2019-06-26,1600329594,6541985933/2,3341326745/2
2019-06-27,2401246864,8145525777/2,3343032049/2
2019-06-28,2617106135,8616752069/2,3382539799/2
2019-06-29,2702137841,8744613233/2,3340337551/2
2019-06-30,2810477129,9324841877/2,3703887619/2
2019-07-01,2815430615,9345661681/2,3714800451/2
2019-07-02,2816023963,9355688663/2,3723640737/2
2019-07-03,2817367396,9367096837/2,3732362045/2
2019-07-04,2899398503,9535566921/2,3736769915/2
2019-07-05,2904122519,9546471157/2,3738226119/2
2019-07-06,2905925419,9547833945/2,3735983107/2
2019-07-07,2908297589,9552812257/2,3736217079/2
2019-07-08,2910673345,9565478483/2,3744131793/2
2019-07-09,2927563823,9628803193/2,3773675547/2
2019-07-10,2976981541,9789933177/2,3835970095/2
2019-07-11,2999593671,9842977035/2,3843789693/2
2019-07-12,3006740554,9866823607/2,3853342499/2
2019-07-13,3007245874,9868109551/2,3853617803/2
2019-07-14,3007245874,9879785117/2,3865293369/2
2019-07-15,3009942102,9902574129/2,3882689925/2
2019-07-16,3091755557,10075280031/2,3891768917/2
2019-07-17,3102950569,10103235489/2,3897334351/2
2019-07-18,3119112526,10120027303/2,3881802251/2
2019-07-19,3158528958,10236000249/2,3918942333/2
2019-07-20,3160006154,10237524235/2,3917511927/2
2019-07-21,3160006154,10237524235/2,3917511927/2
2019-07-22,3180233906,10301698491/2,3941230679/2
2019-07-23,3182689079,10314270065/2,3948891907/2
2019-07-24,3189212987,10364600859/2,3986174885/2
2019-07-25,3219881833,10481414629/2,4041650963/2
2019-07-26,3232972169,10527422447/2,4061478109/2
2019-07-27,3232972169,10527460431/2,4061516093/2
2019-07-28,3234016169,10529548431/2,4061516093/2
2019-07-29,3247143931,10644937567/2,4150649705/2
2019-07-30,3514126173,11201204973/2,4172952627/2
2019-07-31,3921267829,12268384651/2,4425848993/2
2019-08-01,3953264983,12357338907/2,4450808941/2
2019-08-02,3960537401,12378614841/2,4457540039/2
2019-08-03,3960537401,12378670161/2,4457595359/2
2019-08-04,3960537401,12379668317/2,4458593515/2
2019-08-05,3967085669,12399517079/2,4465345741/2
2019-08-06,3978712450,12422640361/2,4465215461/2
2019-08-07,4004018608,12479153067/2,4471115851/2
2019-08-08,4008086818,12487644527/2,4471470891/2
2019-08-09,4016882705,12504556085/2,4470790675/2
2019-08-10,4016882705,12509216007/2,4475450597/2
2019-08-11,4016882705,12510221275/2,4476455865/2
2019-08-12,4045188835,12632603291/2,4542225621/2
2019-08-13,4048405022,12641554197/2,4544744153/2
2019-08-14,4062544800,12779207247/2,4654117647/2
2019-08-15,4064326954,12782842659/2,4654188751/2
2019-08-16,4092184890,12839512611/2,4655142831/2
2019-08-17,4094626770,12844396371/2,4655142831/2
2019-08-18,4094626770,12844396371/2,4655142831/2
2019-08-19,4170518218,12856384619/2,4515348183/2
2019-08-20,4192000287,12890309547/2,4506308973/2
2019-08-21,4258841940,13025002489/2,4507318609/2
2019-08-22,4267381460,13052581981/2,4517819061/2
2019-08-23,4267679061,13076101373/2,4540743251/2
2019-08-24,4267920345,13077000441/2,4541159751/2
2019-08-25,4268861627,13078883489/2,4541160235/2
2019-08-26,4293423779,13105510905/2,4518663347/2
2019-08-27,4305760727,13121078633/2,4509557179/2
2019-08-28,4396855815,13315302561/2,4521590931/2
2019-08-29,4399373166,13328170209/2,4529423877/2
2019-08-30,4638954245,13787627421/2,4509718931/2
2019-08-31,4729891085,14086021953/2,4626239783/2
2019-09-01,4733816747,14094811899/2,4627178405/2
2019-09-02,5039983219,14777580455/2,4697614017/2
2019-09-03,5048552296,14840105885/2,4743001293/2
2019-09-04,5053989372,14874558733/2,4766579989/2
2019-09-05,5060958293,14910092271/2,4788175685/2
2019-09-06,5071795837,14965342535/2,4821750861/2
2019-09-07,5072694963,15033344025/2,4887954099/2
2019-09-08,5072694963,15033344025/2,4887954099/2
2019-09-09,5072694963,15096147441/2,4950757515/2
2019-09-10,5136896121,15326354951/2,5052562709/2
2019-09-11,5210273670,15544675647/2,5124128307/2
2019-09-12,5232997400,15615650731/2,5149655931/2
2019-09-13,5237387876,15893946919/2,5419171167/2
2019-09-14,5238207238,15895585643/2,5419171167/2
2019-09-15,5238661490,15896665327/2,5419342347/2
2019-09-16,5269310124,15978835827/2,5440215579/2
2019-09-17,5278879434,16020674359/2,5462915491/2
2019-09-18,5316102038,16042886743/2,5410682667/2
2019-09-19,5404886770,16254309961/2,5444536421/2
2019-09-20,5420348061,16298788739/2,5458092617/2
2019-09-21,5421413071,16299527623/2,5456701481/2
2019-09-22,5432397951,16311899759/2,5447103857/2
2019-09-23,5540573765,16556406279/2,5475258749/2
2019-09-24,5609286709,16735087453/2,5516514035/2
2019-09-25,5737114436,16936208185/2,5461979313/2
2019-09-26,5851990871,17026096547/2,5322114805/2
2019-09-27,6056930483,17317186201/2,5203325235/2
2019-09-28,6057276663,17331007611/2,5216454285/2
2019-09-29,6243431375,17595936247/2,5109073497/2
2019-09-30,7051824803,19622474031/2,5518824425/2
2019-10-01,7137834965,19761946935/2,5486277005/2
2019-10-02,7140081898,19765735913/2,5485572117/2
2019-10-03,7187233312,19848857059/2,5474390435/2
2019-10-04,7196966728,19868063317/2,5474129861/2
2019-10-05,7198640432,19869626501/2,5472345637/2
2019-10-06,7201579732,19883871809/2,5480712345/2
2019-10-07,7362988964,20261443561/2,5535465633/2
2019-10-08,7393924247,20368733795/2,5580885301/2
2019-10-09,7509068084,20588670065/2,5570533897/2
2019-10-10,7713608311,20823885229/2,5396668607/2
2019-10-11,7726256551,20891608351/2,5439095249/2
2019-10-12,7839553979,21755069979/2,6075962021/2
2019-10-13,7839969831,21755901683/2,6075962021/2
2019-10-14,7922301542,21873331167/2,6028728083/2
2019-10-15,8018054408,22406191619/2,6370082803/2
2019-10-16,8020705460,22464436439/2,6423025519/2
2019-10-17,8027181853,22492418367/2,6438054661/2
2019-10-18,8053648152,22558690055/2,6451393751/2
2019-10-19,8816242752,24073535255/2,6441049751/2
2019-10-20,8816242752,24073535255/2,6441049751/2
2019-10-21,8870342147,24258865891/2,6518181597/2
2019-10-22,8952227127,24336562565/2,6432108311/2
2019-10-23,9034544701,24595961341/2,6526871939/2
2019-10-24,9047684358,24678251041/2,6582882325/2
2019-10-25,9070768843,24742636209/2,6601098523/2
2019-10-26,9072042303,24761186443/2,6617101837/2
2019-10-27,9072202239,24762011325/2,6617606847/2
2019-10-28,9077757029,24816352569/2,6660838511/2
2019-10-29,9149434235,24911069695/2,6612201225/2
2019-10-30,9301494813,25580081181/2,6977091555/2
2019-10-31,10894005009,30388061825/2,8600051807/2
2019-11-01,11028915731,30905035683/2,8847204221/2
2019-11-02,11029912305,30907028831/2,8847204221/2
2019-11-03,11030975179,30908690003/2,8846739645/2
2019-11-04,11050194587,30959732563/2,8859343389/2
2019-11-05,11085318265,31050632447/2,8879995917/2
2019-11-06,11126177981,32204431607/2,9952075645/2
2019-11-07,11136508729,32256287449/2,9983269991/2
2019-11-08,11225913027,32464522941/2,10012696887/2
2019-11-09,11241660435,32501612143/2,10018291273/2
2019-11-10,11242106695,32504049731/2,10019836341/2
2019-11-11,11284169311,32692672295/2,10124333673/2
2019-11-12,11367114701,33029527401/2,10295297999/2
2019-11-13,11432302857,33260013903/2,10395408189/2
2019-11-14,11502393433,33478556595/2,10473769729/2
2019-11-15,11562016633,33645886503/2,10521853237/2
2019-11-16,11562016633,33645942249/2,10521908983/2
2019-11-17,11562764377,33645942249/2,10520413495/2
2019-11-18,11592097510,33753081471/2,10568886451/2
2019-11-19,11637224506,34145852857/2,10871403845/2
2019-11-20,12015392860,34841976811/2,10811191091/2
2019-11-21,12096848304,35159576669/2,10965880061/2
2019-11-22,12221232065,35456557459/2,11014093329/2
2019-11-23,12221870113,35456963963/2,11013223737/2
2019-11-24,12221870113,35581338459/2,11137598233/2
2019-11-25,12300994409,35851129557/2,11249140739/2
2019-11-26,12344546636,35988191247/2,11299097975/2
2019-11-27,12392204227,36150189791/2,11365781337/2
2019-11-28,12900640147,37143005889/2,11341725595/2
2019-11-29,13670025513,39126085005/2,11786033979/2
2019-11-30,14786462409,43376046193/2,13803121375/2
2019-12-01,15004292129,44063126153/2,14054541895/2
2019-12-02,15311246577,44397168561/2,13774675407/2
2019-12-03,15447172311,44851971313/2,13957626691/2
2019-12-04,15509210157,45237840765/2,14219420451/2
2019-12-05,15618739959,45998743967/2,14761264049/2
2019-12-06,15797151069,46974010731/2,15379708593/2
2019-12-07,15799261507,46978231607/2,15379708593/2
2019-12-08,15799261507,46978231607/2,15379708593/2
2019-12-09,15877676836,47452161453/2,15696807781/2
2019-12-10,15954573159,47960574627/2,16051428309/2
2019-12-11,16096914863,48384139933/2,16190310207/2
2019-12-12,16239370206,48727874489/2,16249134077/2
2019-12-13,16466259477,49429299401/2,16496780447/2
2019-12-14,16466260681,49434638221/2,16502116859/2
2019-12-15,16711294007,49626295101/2,16203707087/2
2019-12-16,17229800930,51521576203/2,17061974343/2
2019-12-17,17534486332,52335923439/2,17266950775/2
2019-12-18,17980067867,53242863079/2,17282727345/2
2019-12-19,18521540665,54319795893/2,17276714563/2
2019-12-20,19670487559,57305984033/2,17965008915/2
2019-12-21,19674305432,57313898563/2,17965287699/2
2019-12-22,19674305432,57325064569/2,17976453705/2
2019-12-23,20807853189,58003158319/2,16387451941/2
2019-12-24,20926315915,58363127961/2,16510496131/2
2019-12-25,20926315915,58374922327/2,16522290497/2
2019-12-26,20944921967,58416214751/2,16526370817/2
2019-12-27,21076081837,58737688175/2,16585524501/2
2019-12-28,21105528893,58796585693/2,16585527907/2
2019-12-29,21106955131,58801408031/2,16587497769/2
2019-12-30,21477836537,59695688979/2,16740015905/2
2019-12-31,49155921760,120982281015/2,22670437495/2
2020-01-01,49329323695,121374053697/2,22715406307/2
2020-01-02,49372626439,121460858243/2,22715605365/2
2020-01-03,50170874550,121774867263/2,21433118163/2
2020-01-04,50174333412,121786885899/2,21438219075/2
2020-01-05,50238617507,121932437809/2,21455202795/2
2020-01-06,52229420510,122533284297/2,18074443277/2
2020-01-07,52256449011,122929463285/2,18416565263/2
2020-01-08,52291871698,123570898143/2,18987154747/2
2020-01-09,54531331370,128365897677/2,19303234937/2
2020-01-10,54751470405,128880351527/2,19377410717/2
2020-01-11,54753331044,64443902912,9690571868
2020-01-12,54753440476,64447745099,9694304623
2020-01-13,54939074033,64589766236,9650692203
2020-01-14,55022711231,64770673614,9747962383
2020-01-15,56134433479,130099461591/2,17830594633/2
2020-01-16,56264721337,65272944648,9008223311
2020-01-17,56311488077,65392178853,9080690776
2020-01-18,56326761180,65408428647,9081667467
2020-01-19,56326761180,65637555784,9310794604
2020-01-20,56480090348,131690572207/2,18730391511/2
2020-01-21,56589910414,65989413528,9399503114
2020-01-22,57122578537,132647010067/2,18401852993/2
2020-01-23,57241896221,132926706375/2,18442913933/2
2020-01-24,57244487376,132928031351/2,18439056599/2
2020-01-25,57245629815,66465019149,9219389334
2020-01-26,57245629815,66465043678,9219413863
2020-01-27,57908363698,66562916019,8654552321
2020-01-28,58031966235,133384977289/2,17321044819/2
2020-01-29,58186967054,133689424949/2,17315490841/2
2020-01-30,58293293034,133800087231/2,17213501163/2
2020-01-31,60114461107,68955121157,8840660050
2020-02-01,60190963976,137962434271/2,17580506319/2
2020-02-02,60191829696,137963968929/2,17580309537/2
2020-02-03,60429632404,138030771731/2,17171506923/2
2020-02-04,60498412153,69114685167,8616273014
2020-02-05,60562840939,69150109226,8587268287
2020-02-06,60835898888,69319586362,8483687474
2020-02-07,60898754898,138792160977/2,16994651181/2
2020-02-08,60898754898,138792160977/2,16994651181/2
2020-02-09,60898754898,138792160977/2,16994651181/2
2020-02-10,61005454440,138979129833/2,16968220953/2
2020-02-11,61107926073,69589798801,8481872728
2020-02-12,61213074985,139382084891/2,16955934921/2
2020-02-13,61313328488,139533583579/2,16906926603/2
2020-02-14,61464027484,139613315809/2,16685260841/2
2020-02-15,61502169819,69876484087,8374314268
2020-02-16,61519689398,69876484087,8356794689
2020-02-17,61710136377,69944154349,8234017972
2020-02-18,61757175227,69969179652,8212004425
2020-02-19,61914123386,139951517731/2,16123270959/2
2020-02-20,61942145649,139974265719/2,16089974421/2
2020-02-21,61948031182,69989580533,8041549351
2020-02-22,61948345342,69989580533,8041235191
2020-02-23,61948345342,69989580533,8041235191
2020-02-24,61975390155,70000346588,8024956433
2020-02-25,62023797615,140008748837/2,15961153607/2
2020-02-26,62114005541,70010630013,7896624472
2020-02-27,62234943546,140093068077/2,15623180985/2
2020-02-28,62319602781,140186854507/2,15547648945/2
2020-02-29,62551144661,70151738884,7600594223
