date,cycle_cohort_pmr_cents,path_cohort_pmr_cents,advantage_cents
2020-02-25,61610978924,71918372040,10307393116
2020-02-26,62777084286,145353667735/2,19799499163/2
2020-02-27,64235852295,74197603702,9961751407
2020-02-28,66204138208,76478081079,10273942871
2020-02-29,90790948996,207354542839/2,25772644847/2
2020-03-01,90820613124,207567095527/2,25925869279/2
2020-03-02,92447377085,211065118137/2,26170363967/2
2020-03-03,92797046536,212780840423/2,27186747351/2
2020-03-04,97416716545,222357659393/2,27524226303/2
2020-03-05,102271476071,232955400535/2,28412448393/2
2020-03-06,104384440090,236915545239/2,28146665059/2
2020-03-07,104413161232,236970138891/2,28143816427/2
2020-03-08,104413592720,237010517385/2,28183331945/2
2020-03-09,104902316734,238296587297/2,28491953829/2
2020-03-10,105570312972,239096852951/2,27956227007/2
2020-03-11,105992959013,240257356853/2,28271438827/2
2020-03-12,106357412191,241145294477/2,28430470095/2
2020-03-13,107709257592,242663465309/2,27244950125/2
2020-03-14,107747507050,242740259789/2,27245245689/2
2020-03-15,107951244920,243230944201/2,27328454361/2
2020-03-16,108681410070,245847668677/2,28484848537/2
2020-03-17,109343327311,247004371295/2,28317716673/2
2020-03-18,110259240697,248342095999/2,27823614605/2
2020-03-19,112300946598,252633959377/2,28032066181/2
2020-03-20,114016438410,256564789219/2,28531912399/2
2020-03-21,114027310556,256640702255/2,28586081143/2
2020-03-22,114028554026,256643141861/2,28586033809/2
2020-03-23,115739557217,259608862537/2,28129748103/2
2020-03-24,116569681977,260786489937/2,27647125983/2
2020-03-25,116777949689,261348659393/2,27792760015/2
2020-03-26,117799150311,263286247527/2,27687946905/2
2020-03-27,118304001652,264514439561/2,27906436257/2
2020-03-28,118329951026,264556197361/2,27896295309/2
2020-03-29,118335416084,264564153159/2,27893320991/2
2020-03-30,118798311678,266164153509/2,28567530153/2
2020-03-31,141410731314,318381257163/2,35559794535/2
2020-04-01,142430867178,320214924909/2,35353190553/2
2020-04-02,144277868843,324146962801/2,35591225115/2
2020-04-03,144844378322,325547802421/2,35859045777/2
2020-04-04,144866337707,325588494953/2,35855819539/2
2020-04-05,144902875747,325589070757/2,35783319263/2
2020-04-06,147165653496,328709094979/2,34377787987/2
2020-04-07,147536238555,329700189429/2,34627712319/2
2020-04-08,148729078530,332095860449/2,34637703389/2
2020-04-09,149820182617,333689792805/2,34049427571/2
2020-04-10,150074367826,334268722475/2,34119986823/2
2020-04-11,150086347978,334288162559/2,34115466603/2
2020-04-12,150087656688,334294342543/2,34119029167/2
2020-04-13,150936232243,337674932179/2,35802467693/2
2020-04-14,151379075073,339179469627/2,36421319481/2
2020-04-15,152210553458,342059104755/2,37637997839/2
2020-04-16,152875559544,343140467165/2,37389348077/2
2020-04-17,152901031972,343242757745/2,37440693801/2
2020-04-18,152901038152,343243131247/2,37441054943/2
2020-04-19,152901038152,343243131247/2,37441054943/2
2020-04-20,152901381884,343250929769/2,37448166001/2
2020-04-21,153169182512,343874145347/2,37535780323/2
2020-04-22,153987885034,345677518415/2,37701748347/2
2020-04-23,155078460933,350547791877/2,40390870011/2
2020-04-24,156438391678,353793184361/2,40916401005/2
2020-04-25,156456024904,353804968805/2,40892918997/2
2020-04-26,156456024904,353815229769/2,40903179961/2
2020-04-27,156753500741,354384327455/2,40877325973/2
2020-04-28,157272278230,355123947965/2,40579391505/2
2020-04-29,157971732357,356653317489/2,40709852775/2
2020-04-30,169619201376,383428918387/2,44190515635/2
2020-05-01,169725033389,383642529419/2,44192462641/2
2020-05-02,169730245293,383656967745/2,44196477159/2
2020-05-03,169730245293,383656996957/2,44196506371/2
2020-05-04,171546556879,388167925369/2,45074811611/2
2020-05-05,174338219375,396002331065/2,47325892315/2
2020-05-06,189421785494,425119524015/2,46275953027/2
2020-05-07,190214647225,426220514601/2,45791220151/2
2020-05-08,196891531061,439871476901/2,46088414779/2
2020-05-09,196896938627,439889961383/2,46096084129/2
2020-05-10,196913902543,439910023939/2,46082218853/2
2020-05-11,197273228084,441715785031/2,47169328863/2
2020-05-12,197735636994,442953897301/2,47482623313/2
2020-05-13,198117087405,444583896093/2,48349721283/2
2020-05-14,198472500312,445315695703/2,48370695079/2
2020-05-15,199145221301,447508420441/2,49217977839/2
2020-05-16,199195092773,447598333697/2,49208148151/2
2020-05-17,199225019635,447677127201/2,49227087931/2
2020-05-18,201815648695,453107685159/2,49476387769/2
2020-05-19,202108160039,453641432455/2,49425112377/2
2020-05-20,202346294077,454316583607/2,49623995453/2
2020-05-21,203099383354,457238747335/2,51039980627/2
2020-05-22,203687475673,458499528213/2,51124576867/2
2020-05-23,203700461477,458530712885/2,51129789931/2
2020-05-24,203713529819,458556849569/2,51129789931/2
2020-05-25,204787350475,460904709079/2,51330008129/2
2020-05-26,205387750513,462422048063/2,51646547037/2
2020-05-27,205690189065,463139215613/2,51758837483/2
2020-05-28,206074662120,464057962979/2,51908638739/2
2020-05-29,208624964617,470717980365/2,53468051131/2
2020-05-30,208791137749,471198869443/2,53616593945/2
2020-05-31,217745694065,492537522981/2,57046134851/2
2020-06-01,217889990261,492798174507/2,57018193985/2
2020-06-02,219677584132,497221204873/2,57866036609/2
2020-06-03,219941209488,497824304553/2,57941885577/2
2020-06-04,221430079035,504819208615/2,61959050545/2
2020-06-05,235598516743,533507024161/2,62309990675/2
2020-06-06,235719040350,533524038681/2,62085957981/2
2020-06-07,235724371550,533544511171/2,62095768071/2
2020-06-08,235813130379,533626536017/2,62000275259/2
2020-06-09,236526420384,536193033091/2,63140192323/2
2020-06-10,237456803008,537861077079/2,62947471063/2
2020-06-11,238175836368,540899901261/2,64548228525/2
2020-06-12,238580548183,542305853683/2,65144757317/2
2020-06-13,238653808837,542335237541/2,65027619867/2
2020-06-14,238664484495,542346964249/2,65017995259/2
2020-06-15,240051080141,545540383893/2,65438223611/2
2020-06-16,240434860568,546778652853/2,65908931717/2
2020-06-17,240753662219,547207351449/2,65700027011/2
2020-06-18,241408065843,548970863461/2,66154731775/2
2020-06-19,243140350165,552230244565/2,65949544235/2
2020-06-20,243324823927,552340352697/2,65690704843/2
2020-06-21,243335815819,552369810587/2,65698178949/2
2020-06-22,245262252692,556395200535/2,65870695151/2
2020-06-23,246106099745,557873660497/2,65661461007/2
2020-06-24,247279464326,560673157909/2,66114229257/2
2020-06-25,248032568688,562054283867/2,65989146491/2
2020-06-26,248574295491,563207014801/2,66058423819/2
2020-06-27,248611159963,563288618861/2,66066298935/2
2020-06-28,248621050927,563320863619/2,66078761765/2
2020-06-29,249715051306,565495979057/2,66065876445/2
2020-06-30,266364177603,600930797469/2,68202442263/2
2020-07-01,269022100315,608073593467/2,70029392837/2
2020-07-02,270536793330,608963368179/2,67889781519/2
2020-07-03,283861058336,639927628105/2,72205511433/2
2020-07-04,283873623482,639943037275/2,72195790311/2
2020-07-05,283886098630,639947641735/2,72175444475/2
2020-07-06,284892133425,641410208219/2,71625941369/2
2020-07-07,286142929885,642966854785/2,70680995015/2
2020-07-08,286426652808,650098970063/2,77245664447/2
2020-07-09,287558726145,651489571401/2,76372119111/2
2020-07-10,288535674586,653007465431/2,75936116259/2
2020-07-11,288628765720,653177445625/2,75919914185/2
2020-07-12,288632337544,653180721937/2,75916046849/2
2020-07-13,288863682166,654368155771/2,76640791439/2
2020-07-14,289743067927,656426781563/2,76940645709/2
2020-07-15,290890929784,659969646615/2,78187787047/2
2020-07-16,291824697098,661996489025/2,78347094829/2
2020-07-17,292509336611,663449043147/2,78430369925/2
2020-07-18,292624762081,663525578793/2,78276054631/2
2020-07-19,292629219967,663530375349/2,78271935415/2
2020-07-20,293170446876,664485949505/2,78145055753/2
2020-07-21,294036099454,666478061769/2,78405862861/2
2020-07-22,296948986706,670223559559/2,76325586147/2
2020-07-23,297126765769,670828019851/2,76574488313/2
2020-07-24,297353991970,671306514989/2,76598531049/2
2020-07-25,297361310506,671331948615/2,76609327603/2
2020-07-26,297362588988,671348781735/2,76623603759/2
2020-07-27,298821196594,672591651137/2,74949257949/2
2020-07-28,299553854534,674158087759/2,75050378691/2
2020-07-29,301024762658,677140337679/2,75090812363/2
2020-07-30,301461926051,678170265383/2,75246413281/2
2020-07-31,317855412017,717330659591/2,81619835557/2
2020-08-01,318044257653,717755637715/2,81667122409/2
2020-08-02,318080156365,717768961865/2,81608649135/2
2020-08-03,319040771772,722791511349/2,84709967805/2
2020-08-04,323842197509,733433535469/2,85749140451/2
2020-08-05,325382925121,737680615361/2,86914765119/2
2020-08-06,340008813180,771193104487/2,91175478127/2
2020-08-07,340856928773,772802377239/2,91088519693/2
2020-08-08,340858139273,772854387917/2,91138109371/2
2020-08-09,340909177113,772975324963/2,91156970737/2
2020-08-10,341752268337,774537105709/2,91032569035/2
2020-08-11,342124532452,776423644553/2,92174579649/2
2020-08-12,342431943312,777820011839/2,92956125215/2
2020-08-13,343382652622,780124001793/2,93358696549/2
2020-08-14,344453909204,783096077305/2,94188258897/2
2020-08-15,345015950220,784216744413/2,94184843973/2
2020-08-16,345051628208,784546060499/2,94442804083/2
2020-08-17,345689124479,785855344129/2,94477095171/2
2020-08-18,346144875969,787032116307/2,94742364369/2
2020-08-19,347198330115,789865012643/2,95468352413/2
2020-08-20,347928403573,791724354037/2,95867546891/2
2020-08-21,348619823434,794503021979/2,97263375111/2
2020-08-22,348681149602,794637200347/2,97274901143/2
2020-08-23,348681861222,794637200347/2,97273477903/2
2020-08-24,349113210165,795555732295/2,97329311965/2
2020-08-25,349986340589,797222456091/2,97249774913/2
2020-08-26,350510774762,798247772833/2,97226223309/2
2020-08-27,351328690363,800156929977/2,97499549251/2
2020-08-28,351678112290,800814016829/2,97457792249/2
2020-08-29,351678762982,800869413111/2,97511887147/2
2020-08-30,352125112422,800908774175/2,96658549331/2
2020-08-31,369493269910,836373035747/2,97386495927/2
2020-09-01,370377771507,839738033531/2,98982490517/2
2020-09-02,370640701557,841030516899/2,99749113785/2
2020-09-03,374477278611,849247898139/2,100293340917/2
2020-09-04,391447026986,885776546155/2,102882492183/2
2020-09-05,391518185458,885932127043/2,102895756127/2
2020-09-06,391554449295,886008960985/2,102900062395/2
2020-09-07,392293843881,887522245323/2,102934557561/2
2020-09-08,393350350262,889753577155/2,103052876631/2
2020-09-09,394197406097,891934194937/2,103539382743/2
2020-09-10,394486807383,893480579521/2,104506964755/2
2020-09-11,394669403755,894270929363/2,104932121853/2
2020-09-12,394687406383,894344995921/2,104970183155/2
2020-09-13,394704449851,894400863569/2,104991963867/2
2020-09-14,395134768377,897363549739/2,107094012985/2
2020-09-15,396308924775,900625515987/2,108007666437/2
2020-09-16,397142746902,902510879587/2,108225385783/2
2020-09-17,398357361716,904438675763/2,107723952331/2
2020-09-18,399307965450,906470172525/2,107854241625/2
2020-09-19,399348213452,906706317109/2,108009890205/2
2020-09-20,399355041024,906717958681/2,108007876633/2
2020-09-21,400038528906,908483442003/2,108406384191/2
2020-09-22,401445637469,911742807471/2,108851532533/2
2020-09-23,403090375386,915737169043/2,109556418271/2
2020-09-24,403518841377,917092956231/2,110055273477/2
2020-09-25,403963222937,918333812525/2,110407366651/2
2020-09-26,404027817999,918573219287/2,110517583289/2
2020-09-27,404027892335,918573256455/2,110517471785/2
2020-09-28,405236116883,920621383153/2,110149149387/2
2020-09-29,406697110371,923542454373/2,110148233631/2
2020-09-30,431254983214,972405398623/2,109895432195/2
2020-10-01,432665918947,975063370071/2,109731532177/2
2020-10-02,434145206707,981784275095/2,113493861681/2
2020-10-03,434152782939,981899302409/2,113593736531/2
2020-10-04,434158952867,981978141107/2,113660235373/2
2020-10-05,436111436920,986874509267/2,114651635427/2
2020-10-06,438085859070,991530509363/2,115358791223/2
2020-10-07,452614274256,1021384621087/2,116156072575/2
2020-10-08,453093745229,1023120867457/2,116933376999/2
2020-10-09,453539464506,1024950522929/2,117871593917/2
2020-10-10,453570852320,1025169745291/2,118028040651/2
2020-10-11,453570852320,1025275685093/2,118133980453/2
2020-10-12,454970496007,1028832822381/2,118891830367/2
2020-10-13,455478809447,1030621347903/2,119663729009/2
2020-10-14,455926514377,1032201728255/2,120348699501/2
2020-10-15,457693582426,1036310755251/2,120923590399/2
2020-10-16,459545927060,1039238632917/2,120146778797/2
2020-10-17,459581440328,1039310002479/2,120147121823/2
2020-10-18,459582652646,1039318051249/2,120152745957/2
2020-10-19,460585498324,1042062607977/2,120891611329/2
2020-10-20,461653388885,1044575966959/2,121269189189/2
2020-10-21,462608556069,1045901633679/2,120684521541/2
2020-10-22,464625828842,1050408420945/2,121156763261/2
2020-10-23,465762021351,1053214440523/2,121690397821/2
2020-10-24,465769940251,1053269864093/2,121729983591/2
2020-10-25,465769969253,1053270064713/2,121730126207/2
2020-10-26,466556152425,1054799982493/2,121687677643/2
2020-10-27,467362528355,1057173153803/2,122448097093/2
2020-10-28,467746150618,1058138033415/2,122645732179/2
2020-10-29,468153087705,1058959207623/2,122653032213/2
2020-10-30,473251278315,1070387524547/2,123884967917/2
2020-10-31,486813485257,1097716212145/2,124089241631/2
2020-11-01,486982417325,1097893610729/2,123928776079/2
2020-11-02,488453607449,1099969549337/2,123062334439/2
2020-11-03,488939129157,1108849600331/2,130971342017/2
2020-11-04,489499433607,1111491189839/2,132492322625/2
2020-11-05,489918516717,1112946523677/2,133109490243/2
2020-11-06,490821660748,1114954481961/2,133311160465/2
2020-11-07,490830803218,1114992281559/2,133330675123/2
2020-11-08,490832818582,1114993585641/2,133327948477/2
2020-11-09,496026544588,1125903176091/2,133850086915/2
2020-11-10,496469723724,1126515437827/2,133575990379/2
2020-11-11,497442972674,1127869618895/2,132983673547/2
2020-11-12,497808474298,1128647756025/2,133030807429/2
2020-11-13,498570468290,1129692766555/2,132551829975/2
2020-11-14,498595001910,1129978498989/2,132788495169/2
2020-11-15,498957720096,1130784350441/2,132868910249/2
2020-11-16,500183794120,1132810405555/2,132442817315/2
2020-11-17,500513338757,1133592552949/2,132565875435/2
2020-11-18,502105451434,1137068468995/2,132857566127/2
2020-11-19,502586120965,1138071795961/2,132899554031/2
2020-11-20,503118205597,1141543140403/2,135306729209/2
2020-11-21,503131515799,1141673268777/2,135410237179/2
2020-11-22,503151862179,1141673387719/2,135369663361/2
2020-11-23,504642487804,1144463577127/2,135178601519/2
2020-11-24,505558692173,1146217469013/2,135100084667/2
2020-11-25,506264631017,1147346185785/2,134816923751/2
2020-11-26,506671032780,1148189616937/2,134847551377/2
2020-11-27,509761601640,1154172480945/2,134649277665/2
2020-11-28,509804625498,1154343629603/2,134734378607/2
2020-11-29,509811579552,1154362715391/2,134739556287/2
2020-11-30,519522737426,1174082427923/2,135036953071/2
2020-12-01,519686092374,1174520270903/2,135148086155/2
2020-12-02,520369678323,1176632741891/2,135893385245/2
2020-12-03,528321196082,1195016354381/2,138373962217/2
2020-12-04,529598217797,1197854157631/2,138657722037/2
2020-12-05,529698300779,1197932892355/2,138536290797/2
2020-12-06,529700418559,1197934923333/2,138534086215/2
2020-12-07,534877462770,1208984132247/2,139229206707/2
2020-12-08,536794727997,1213718454875/2,140128998881/2
2020-12-09,538316508196,1216025719227/2,139392702835/2
2020-12-10,539555132462,1217564102357/2,138453837433/2
2020-12-11,540452077135,1220995859667/2,140091705397/2
2020-12-12,540459736192,1221015613677/2,140096141293/2
2020-12-13,540459736192,1221015893357/2,140096420973/2
2020-12-14,541360901475,1222344512921/2,139622709971/2
2020-12-15,542868514490,1224491983383/2,138754954403/2
2020-12-16,543349574844,1225417815445/2,138718665757/2
2020-12-17,543862128328,1228564867463/2,140840610807/2
2020-12-18,544701911712,1230655672309/2,141251848885/2
2020-12-19,544744207290,1231093024661/2,141604610081/2
2020-12-20,544744207290,1231113490765/2,141625076185/2
2020-12-21,547462234904,1236480106383/2,141555636575/2
2020-12-22,548745024575,1239394768557/2,141904719407/2
2020-12-23,550149960387,1241616741051/2,141316820277/2
2020-12-24,550841644221,1242953462903/2,141270174461/2
2020-12-25,550841644221,1242953462903/2,141270174461/2
2020-12-26,550844375329,1242953462903/2,141264712245/2
2020-12-27,550848515657,1242992301725/2,141295270411/2
2020-12-28,551288622377,1244115431003/2,141538186249/2
2020-12-29,552631004632,1246805915569/2,141543906305/2
2020-12-30,553883317977,1249534986563/2,141768350609/2
2020-12-31,584095778113,1309788165553/2,141596609327/2
2021-01-01,584115990760,1309817491595/2,141585510075/2
2021-01-02,584135489474,654916511653,70781022179
2021-01-03,584186422189,654924406159,70737983970
2021-01-04,584421388121,655676749105,71255360984
2021-01-05,584779003643,1312288287781/2,142730280495/2
2021-01-06,590399707727,1322273975117/2,141474559663/2
2021-01-07,590756943802,1322473209825/2,140959322221/2
2021-01-08,591189373387,661485449357,70296075970
2021-01-09,591216973299,1323007595477/2,140573648879/2
2021-01-10,591219675636,1323014604623/2,140575253351/2
2021-01-11,591354547808,661673939329,70319391521
2021-01-12,591617621474,661793076721,70175455247
2021-01-13,591914041282,1323709816133/2,139881733569/2
2021-01-14,592020851491,661992445216,69971593725
2021-01-15,592522897686,662315388264,69792490578
2021-01-16,592550556085,662343819607,69793263522
2021-01-17,592552388467,662345651989,69793263522
2021-01-18,593108384968,662540802753,69432417785
2021-01-19,593323527572,1325496727979/2,138849672835/2
2021-01-20,593496097726,662901551399,69405453673
2021-01-21,593545257698,662976829856,69431572158
2021-01-22,593763007538,1326215583479/2,138689568403/2
2021-01-23,593791761413,1326273165687/2,138689642861/2
2021-01-24,593791761413,1326273165687/2,138689642861/2
2021-01-25,593988886874,1326475345159/2,138497571411/2
2021-01-26,594032120691,663270015281,69237894590
2021-01-27,594077056712,1326622770523/2,138468657099/2
2021-01-28,594092406897,663347239327,69254832430
2021-01-29,594615638462,1327668833681/2,138437556757/2
2021-01-30,594704805017,663892193666,69187388649
2021-01-31,598801573528,1337015273011/2,139412125955/2
2021-02-01,598845041774,668690637537,69845595763
2021-02-02,598883283883,1337413442789/2,139646875023/2
2021-02-03,598896787450,668712530617,69815743167
2021-02-04,598913443091,1337457269153/2,139630382971/2
2021-02-05,598953849132,1337547809807/2,139640111543/2
2021-02-06,598958862007,668778936780,69820074773
2021-02-07,598958862007,668778936780,69820074773
2021-02-08,599009103849,1337574607169/2,139556399471/2
2021-02-09,599009103849,1337574607169/2,139556399471/2
2021-02-10,599009103849,1337574607169/2,139556399471/2
2021-02-11,599063359491,668819834478,69756474987
2021-02-12,599078852621,668831975490,69753122869
2021-02-13,599082943246,668835085150,69752141904
2021-02-14,599082943246,668835085150,69752141904
2021-02-15,599432269475,1338580551691/2,139716012741/2
2021-02-16,599508192971,1338705188921/2,139688802979/2
2021-02-17,599571352911,669382028712,69810675801
2021-02-18,599676776311,1338830415103/2,139476862481/2
2021-02-19,599717655427,1338844701639/2,139409390785/2
2021-02-20,599728064133,1338861294551/2,139405166285/2
2021-02-21,599728064133,669430650658,69702586525
2021-02-22,599734529747,1338867012157/2,139397952663/2
2021-02-23,599765457621,669461115792,69695658171
2021-02-24,599793470994,669489924292,69696453298
2021-02-25,599812598074,1339001408139/2,139376211991/2
2021-02-26,599879375730,669552043716,69672667986
2021-02-27,599917649849,669583853577,69666203728
2021-02-28,599942983451,669584003340,69641019889
