date,cycle_cohort_pmr_cents,path_cohort_pmr_cents,advantage_cents
2015-01-01,0,0,0
2015-01-02,0,0,0
2015-01-03,0,0,0
2015-01-04,0,0,0
2015-01-05,0,0,0
2015-01-06,0,0,0
2015-01-07,0,0,0
2015-01-08,0,0,0
2015-01-09,0,0,0
2015-01-10,0,0,0
2015-01-11,0,0,0
2015-01-12,0,0,0
2015-01-13,0,0,0
2015-01-14,0,0,0
2015-01-15,0,0,0
2015-01-16,0,0,0
2015-01-17,0,0,0
2015-01-18,0,0,0
2015-01-19,0,0,0
2015-01-20,0,0,0
2015-01-21,0,0,0
2015-01-22,0,0,0
2015-01-23,0,0,0
2015-01-24,0,0,0
2015-01-25,0,0,0
2015-01-26,0,0,0
2015-01-27,0,0,0
2015-01-28,0,0,0
2015-01-29,0,0,0
2015-01-30,0,0,0
2015-01-31,8311832,8311832,0
2015-02-01,8311832,8311832,0
2015-02-02,8311832,8311832,0
2015-02-03,8311832,8311832,0
2015-02-04,8311832,8311832,0
2015-02-05,8311832,8311832,0
2015-02-06,8311832,8311832,0
2015-02-07,8311832,8311832,0
2015-02-08,8311832,8311832,0
2015-02-09,8311832,8311832,0
2015-02-10,8311832,8311832,0
2015-02-11,8311832,8311832,0
2015-02-12,8311832,8311832,0
2015-02-13,8311832,8311832,0
2015-02-14,8311832,8311832,0
2015-02-15,8311832,8311832,0
2015-02-16,8311832,8311832,0
2015-02-17,8311832,8311832,0
2015-02-18,8311832,8311832,0
2015-02-19,8311832,8311832,0
2015-02-20,8311832,8311832,0
2015-02-21,8311832,8311832,0
2015-02-22,8311832,8311832,0
2015-02-23,8311832,8311832,0
2015-02-24,8311832,8311832,0
2015-02-25,8311832,8311832,0
2015-02-26,8311832,8311832,0
2015-02-27,8311832,8311832,0
2015-02-28,15843664,15843664,0
2015-03-01,15843664,15843664,0
2015-03-02,15843664,15843664,0
2015-03-03,15843664,15843664,0
2015-03-04,15843664,15843664,0
2015-03-05,15843664,15843664,0
2015-03-06,15843664,15843664,0
2015-03-07,15843664,15843664,0
2015-03-08,15843664,15843664,0
2015-03-09,15843664,15843664,0
2015-03-10,15843664,15843664,0
2015-03-11,15843664,15843664,0
2015-03-12,15843664,15843664,0
2015-03-13,17576730,17576730,0
2015-03-14,17576730,17576730,0
2015-03-15,17576730,17576730,0
2015-03-16,17576730,17576730,0
2015-03-17,17576730,17576730,0
2015-03-18,17576730,17576730,0
2015-03-19,17576730,17576730,0
2015-03-20,17576730,17576730,0
2015-03-21,17576730,17576730,0
2015-03-22,17576730,17576730,0
2015-03-23,17576730,17576730,0
2015-03-24,17576730,17576730,0
2015-03-25,17576730,17576730,0
2015-03-26,18081046,18081046,0
2015-03-27,18081046,18081046,0
2015-03-28,18081046,18081046,0
2015-03-29,18081046,18081046,0
2015-03-30,18081046,18081046,0
2015-03-31,25612878,26945068,1332190
2015-04-01,25612878,26945068,1332190
2015-04-02,26494562,27826752,1332190
2015-04-03,26494562,27826752,1332190
2015-04-04,26494562,27826752,1332190
2015-04-05,26494562,27826752,1332190
2015-04-06,26494562,27826752,1332190
2015-04-07,26494562,27826752,1332190
2015-04-08,26494562,27826752,1332190
2015-04-09,26494562,27826752,1332190
